session_id,node,concept,actual_nodes,status,duration_ms,message
goal_round07_measles_us_2025_q1,01,task scope,task_intake_and_scope_planning,completed,4,task_intake_and_scope_planning completed.
goal_round07_measles_us_2025_q1,02,disease intelligence,disease_intelligence_builder,completed,60684,disease_intelligence_builder completed.
goal_round07_measles_us_2025_q1,03,profile/schema setup,profile_and_schema_setup,completed,4,profile_and_schema_setup completed.
goal_round07_measles_us_2025_q1,04,source planning/query strategy,executable_source_planning;query_strategy_builder,completed;completed,60582;12,executable_source_planning completed. | query_strategy_builder completed.
goal_round07_measles_us_2025_q1,05,source discovery,source_discovery,completed,206123,source_discovery completed.
goal_round07_measles_us_2025_q1,06,source registry/dedup,source_dedup_and_registry,completed,25,source_dedup_and_registry completed.
goal_round07_measles_us_2025_q1,07,source screening,source_screening,completed,32,source_screening completed.
goal_round07_measles_us_2025_q1,08,source critic,source_critic_and_uncertainty_routing,completed,72247,source_critic_and_uncertainty_routing completed.
goal_round07_measles_us_2025_q1,09,fetch/parse,content_fetch_and_parse,completed,65453,content_fetch_and_parse completed.
goal_round07_measles_us_2025_q1,10,document quality,document_quality_check,completed,1902,document_quality_check completed.
goal_round07_measles_us_2025_q1,11,evidence chunking,evidence_chunking_and_data_presence_flagging,completed,2875,evidence_chunking_and_data_presence_flagging completed.
goal_round07_measles_us_2025_q1,12,structured extraction,structured_extraction,completed,376480,structured_extraction completed.
goal_round07_measles_us_2025_q1,13,schema validation,schema_validation_and_repair,completed,211,schema_validation_and_repair completed.
goal_round07_measles_us_2025_q1,14,normalization,record_normalization,completed,209,record_normalization completed.
goal_round07_measles_us_2025_q1,15,record linking,record_linking,completed,113,record_linking completed.
goal_round07_measles_us_2025_q1,16,cross-source consistency,cross_source_consistency_check,completed,161,cross_source_consistency_check completed.
goal_round07_measles_us_2025_q1,17,quality gate routing,quality_gate_routing,completed,125,quality_gate_routing completed.
goal_round07_measles_us_2025_q1,18,human review queue,human_review,pending,,
goal_round07_measles_us_2025_q1,19,post-review application,human_review,pending,,
goal_round07_measles_us_2025_q1,20,final package/report,final_data_package_builder,completed,576,final_data_package_builder completed.
goal_round07_west_nile_california_2024_08,01,task scope,task_intake_and_scope_planning,completed,3,task_intake_and_scope_planning completed.
goal_round07_west_nile_california_2024_08,02,disease intelligence,disease_intelligence_builder,completed,71257,disease_intelligence_builder completed.
goal_round07_west_nile_california_2024_08,03,profile/schema setup,profile_and_schema_setup,completed,5,profile_and_schema_setup completed.
goal_round07_west_nile_california_2024_08,04,source planning/query strategy,executable_source_planning;query_strategy_builder,completed;completed,61057;10,executable_source_planning completed. | query_strategy_builder completed.
goal_round07_west_nile_california_2024_08,05,source discovery,source_discovery,completed,194914,source_discovery completed.
goal_round07_west_nile_california_2024_08,06,source registry/dedup,source_dedup_and_registry,completed,25,source_dedup_and_registry completed.
goal_round07_west_nile_california_2024_08,07,source screening,source_screening,completed,36,source_screening completed.
goal_round07_west_nile_california_2024_08,08,source critic,source_critic_and_uncertainty_routing,completed,67340,source_critic_and_uncertainty_routing completed.
goal_round07_west_nile_california_2024_08,09,fetch/parse,content_fetch_and_parse,completed,72839,content_fetch_and_parse completed.
goal_round07_west_nile_california_2024_08,10,document quality,document_quality_check,completed,2913,document_quality_check completed.
goal_round07_west_nile_california_2024_08,11,evidence chunking,evidence_chunking_and_data_presence_flagging,completed,3867,evidence_chunking_and_data_presence_flagging completed.
goal_round07_west_nile_california_2024_08,12,structured extraction,structured_extraction,completed,209006,structured_extraction completed.
goal_round07_west_nile_california_2024_08,13,schema validation,schema_validation_and_repair,completed,140,schema_validation_and_repair completed.
goal_round07_west_nile_california_2024_08,14,normalization,record_normalization,completed,134,record_normalization completed.
goal_round07_west_nile_california_2024_08,15,record linking,record_linking,completed,106,record_linking completed.
goal_round07_west_nile_california_2024_08,16,cross-source consistency,cross_source_consistency_check,completed,114,cross_source_consistency_check completed.
goal_round07_west_nile_california_2024_08,17,quality gate routing,quality_gate_routing,completed,112,quality_gate_routing completed.
goal_round07_west_nile_california_2024_08,18,human review queue,human_review,pending,,
goal_round07_west_nile_california_2024_08,19,post-review application,human_review,pending,,
goal_round07_west_nile_california_2024_08,20,final package/report,final_data_package_builder,completed,275,final_data_package_builder completed.
goal_round07_dengue_brazil_2024_q1,01,task scope,task_intake_and_scope_planning,completed,3,task_intake_and_scope_planning completed.
