apply_decision,decided_at,decision_id,decision_type,evidence_quote,issue_category,notes,priority_level,reason,review_id,reviewer_id,short_title,source_url,target_ids,target_type
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_001,accept_as_is,"| **No. of specimens tested** | 53,699 | 53,424 |",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_001,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_001 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_002; rec_src_search_ff1cee7a6f74_005; rec_src_search_ff1cee7a6f74_006; event_001,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_002,accept_as_is,"| **No. of specimens tested** | 53,699 | 53,424 |",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_002,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_002 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_001; rec_src_search_ff1cee7a6f74_003; rec_src_search_ff1cee7a6f74_004; event_002,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_003,accept_as_is,"| **No. of specimens tested** | 638 | 1,113 |",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_003,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_003 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_010; rec_src_search_ff1cee7a6f74_012; event_003,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_004,accept_as_is,"| **No. of specimens tested** | 638 | 1,113 |",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_004,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_004 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_011; rec_src_search_ff1cee7a6f74_013; event_004,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_005,accept_as_is,• No influenza-associated pediatric deaths occurring during the 2024-2025 season were reported to CDC during Week 40.,claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_005,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_005 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_007; event_005,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_006,accept_as_is,The percentage of emergency department (ED) visits with a discharge diagnosis of influenza reported in NSSP was 0.2% overall during Week 40. This week's percentage remained stable overall and among all age groups compared to the previous week.,claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_006,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_006 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_008; event_006,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_007,accept_as_is,No influenza-associated pediatric deaths occurring during the 2024-2025 season have been reported to CDC.,claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P1_high,Review required: claim_corroboration_review,review_duplicate_event_007,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_duplicate_event_007 - Weekly US Influenza Surveillance Report: Key Updates for Week 40, ending Octobe...",https://www.cdc.gov/fluview/surveillance/2024-week-40.html,rec_src_search_ff1cee7a6f74_009; event_007,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_credibility_src_search_0961e68dbcab,approve_source_role,,source_identity_review,"Who is the actual publisher, and is it independent of other evidence?",P1_high,Review required: source_identity_review,review_source_credibility_src_search_0961e68dbcab,REPLACE_WITH_REVIEWER_ID,source identity review - review_source_credibility_src_search_0961e68dbcab - 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,https://familiesfightingflu.org/2024-2025-pediatric-flu-deaths-surpass-previous-record,src_search_0961e68dbcab,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_credibility_src_search_6f32d2cabad1,approve_source_role,,source_identity_review,"Who is the actual publisher, and is it independent of other evidence?",P1_high,Review required: source_identity_review,review_source_credibility_src_search_6f32d2cabad1,REPLACE_WITH_REVIEWER_ID,source identity review - review_source_credibility_src_search_6f32d2cabad1 - National Flu Activity Map - FFF Enterprises,https://www.fffenterprises.com/vaccines/flu-activity.html,src_search_6f32d2cabad1,source
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_source_credibility_src_search_83ebf830f2cc,approve_source_role,,source_identity_review,"Who is the actual publisher, and is it independent of other evidence?",P1_high,Review required: source_identity_review,review_source_credibility_src_search_83ebf830f2cc,REPLACE_WITH_REVIEWER_ID,source identity review - review_source_credibility_src_search_83ebf830f2cc - Current Influenza Activity | Wisconsin State Laboratory of H...,https://www.slh.wisc.edu/wcln-surveillance/surveillance/virology-surveillance/influenza-activity,src_search_83ebf830f2cc,source
