actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/legionnaires-disease-new-york-city-2025,primary_case_claim_support,,,live_search_result,not_assessed,respiratory-therapy.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[![Respiratory Therapy](https://respiratory-therapy.com/wp-content/uploads/2023/11/resp-therapy-logo.png)](https://respiratory-therapy.com/) 

* [Disorders & Diseases](https://respiratory-therapy.com/disorders-diseases/)
  + [Chronic Pulmonary Disorders](https://respiratory-therapy.com/disorders-diseases/chronic-pulmonary-disorders/)
  + [Infectious Diseases](https://respiratory-therapy.com/disorders-diseases/infectious-diseases/)
  + [Critical Care](https://respiratory-therapy.com/disorders-diseases/critical-care/)
  + [Cardiopulmonary & Thoracic](https://respiratory-therapy.com/disorders-dis",,,Legionnaires' Disease Outbreak in New York City | RT,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_c6833da45d7d,direct_target_official_fast_path_skips_source_identity,assessed,domain:respiratory_therapy_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://respiratory-therapy.com/disorders-diseases/infectious-diseases/other-infections/legionnaires-disease-new-york-city-2025,False,False,True,False,possibly_relevant,not_assessed,Legionnaires' Disease Outbreak in New York City | RT,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,primary_case_claim_support,,,live_search_result,not_assessed,goldbergsegalla.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to content](#main) 

![Goldberg Segalla logo](https://www.goldbergsegalla.com/app/uploads/2026/04/GS-Anniversary-Tagline-Horizonal-Logo-gray-and-red-1-1.svg)

![](https://www.goldbergsegalla.com/app/uploads/2023/07/NewsKnowledge_HEAD.jpg) 

# News & Knowledge

2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation

[Home](/) News & Knowledge

Knowledge

# 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation

August 27, 2025

[Andrew J. Scholz](https://www.goldbergsegalla.com/our-team/andrew-j-scholz",,,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_b74bccc017c5,direct_target_official_fast_path_skips_source_identity,assessed,domain:goldbergsegalla_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,False,False,True,False,possibly_relevant,not_assessed,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://www.manhattanbp.nyc.gov/initiatives/public-health-alert-legionnaires-disease-outbreak,primary_case_claim_support,,,live_search_result,not_assessed,manhattanbp.nyc.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"![](https://www.manhattanbp.nyc.gov/wp-content/uploads/2026/03/BHS-Logo_2026.png)

# Public Health Alert: Legionnaires’ Disease Outbreak

### Stay informed on the recent August 2025 Legionnaires' Disease outbreak in Central Harlem.

### **What is Legionnaires and where does it happen/grow**

### **Who’s at risk and how to protect yourself**

### **What regulations and laws are protecting NYers**

### **What to know about the Central Harlem outbreak**

For the most up to date information on Legionnaires’ disease and the Central Harlem cluster, visit the DOHMH website: <https://www.nyc.gov/site/",,,Public Health Alert: Legionnaires' Disease Outbreak | Manhattan Borough President,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_90be6a027c41,direct_target_official_fast_path_skips_source_identity,assessed,domain:manhattanbp_nyc_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.manhattanbp.nyc.gov/initiatives/public-health-alert-legionnaires-disease-outbreak,False,False,True,False,possibly_relevant,not_assessed,Public Health Alert: Legionnaires' Disease Outbreak | Manhattan Borough President,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://www.nyshcp.org/ny-state-ep-alert-8-15-25-legionnaires-disease-update,primary_case_claim_support,,,live_search_result,not_assessed,nyshcp.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"![](https://nyshcp.org/wp-content/uploads/2024/04/facebook.png)
![](https://nyshcp.org/wp-content/uploads/2024/04/twitter.png)
![](https://nyshcp.org/wp-content/uploads/2024/04/linkedin.png)
![](https://nyshcp.org/wp-content/uploads/2024/04/HCP-400px.png ""HCP-400px"")

Search …


Search

Close

![](https://nyshcp.org/wp-content/uploads/2024/04/search.png ""search"")

# NY State EP Alert 8.15.25 | Legionnaires’ Disease Update

by [Dena Collins](https://www.nyshcp.org/author/hcpdena/ ""Posts by Dena Collins"") | Aug 15, 2025 | [EP Alerts](https://www.nyshcp.org/category/ep-alerts/)

### NY State EP A",,,NY State EP Alert 8.15.25 | Legionnaires' Disease Update,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_b4917c664acb,direct_target_official_fast_path_skips_source_identity,assessed,domain:nyshcp_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.nyshcp.org/ny-state-ep-alert-8-15-25-legionnaires-disease-update,False,False,True,False,possibly_relevant,not_assessed,NY State EP Alert 8.15.25 | Legionnaires' Disease Update,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://www.nyc.gov/site/doh/about/press/pr2025/health-department-closes-investigation-central-harlem-legionnaires-cluster.page,primary_case_claim_support,,,live_search_result,not_assessed,nyc.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"![NYC](/assets/home/images/global/nyc_white.png)
![](/assets/home/images/global/upper-header-divider.gif)
![](/assets/home/images/global/upper-header-divider.gif)
![NYC Health](/assets/doh/images/content/header/logo.png)
![Language](/assets/home/images/global/language.gif)

## Promoting and Protecting the City's Health

![Print icon](/assets/home/images/global/print.png)

# New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster

*Cluster Investigation is Complete and Residents and Visitors to Central Harlem Are Not at Increased Risk of Acquiring Le",,,New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster - NYC Health,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_1596aec16d67,direct_target_official_fast_path_skips_source_identity,assessed,domain:nyc_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.nyc.gov/site/doh/about/press/pr2025/health-department-closes-investigation-central-harlem-legionnaires-cluster.page,False,False,True,False,possibly_relevant,not_assessed,New York City Health Department Closes Investigation of Central Harlem Legionnaires’ Disease Cluster - NYC Health,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://www.vaccineadvisor.com/news/nyc-legionnaires-outbreak-fourth-death-confirmed-101-sickened,primary_case_claim_support,,,live_search_result,not_assessed,vaccineadvisor.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"![vaccineadvisor logo](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/logos/vaccineadvisor.svg)
![HMN logo](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/HMN-logo-1line.svg)
![facebook share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/facebook-social-share.svg)
![twitter share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/twitter-social-share-x.svg)
![linkedin share](https://www.vaccineadvisor.com/wp-content/themes/hm-advisor-child/assets/svg/linkedin-social-share.svg)",,,"NYC Legionnaires' Outbreak: Fourth Death Confirmed, 101 Sickened",True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_743df961a25b,direct_target_official_fast_path_skips_source_identity,assessed,domain:vaccineadvisor_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.vaccineadvisor.com/news/nyc-legionnaires-outbreak-fourth-death-confirmed-101-sickened,False,False,True,False,possibly_relevant,not_assessed,"NYC Legionnaires' Outbreak: Fourth Death Confirmed, 101 Sickened",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821,primary_case_claim_support,,,live_search_result,not_assessed,abc7ny.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-lg.svg)![](https://cdn.abcotvs.net/abcotv/assets/news/global/images/feature-header/wabc-sm.svg)](https://abc7ny.com/)

[24/7 Live](https://abc7ny.com/watch/live/)[New York City](https://abc7ny.com/new-york/)[New Jersey](https://abc7ny.com/new-jersey/)[Long Island](https://abc7ny.com/long-island/)[Northern Suburbs](https://abc7ny.com/northern-suburbs/)[Connecticut](https://abc7ny.com/connecticut/)

* [HEALTH & FITNESS](/topic/health/)

# Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise t",,,Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 - ABC7 New York,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_8e86f33ccf00,direct_target_official_fast_path_skips_source_identity,assessed,domain:abc7ny_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://abc7ny.com/post/legionnaires-disease-outbreak-sixth-person-dies-harlem-cases-rise-111/17607821,False,False,True,False,possibly_relevant,not_assessed,Legionnaires' disease outbreak: Sixth person dies in Legionnaires' disease outbreak in Harlem as cases rise to 111 - ABC7 New York,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,official_authority,https://www.bmj.com/content/390/bmj.r1785,primary_case_claim_support,,,live_search_result,not_assessed,bmj.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to main content](https://www.bmj.com/content/390/bmj.r1785#main-content)

Intended for healthcare professionals

*   [Subscribe](https://www.bmj.com/us/subscribe)
*   
[My Account](https://www.bmj.com/content/390/bmj.r1785#)
    *   [My email alerts](https://myaccount.bmj.com/myaccount/account/hw-registration.html)

*   [BMA member login](https://bmjverification.bma.org.uk/validate/userdetails?url=https://www.bmj.com/content/390/bmj.r1785?sso=)

[Login](https://www.bmj.com/content/390/bmj.r1785#)
    *   Username *  Password *  [Forgot your log in details?](https://www.bmj.com/user/passw",,,Legionnaires' outbreak kills five and infects over 100 in New York,True,low,primary_or_authoritative,[],[],,official_public_health_agency,Legionnaires disease New York City August 2025 cases outbreak DOHMH,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_72af26a33522,direct_target_official_fast_path_skips_source_identity,assessed,domain:bmj_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.bmj.com/content/390/bmj.r1785,False,False,True,False,possibly_relevant,not_assessed,Legionnaires' outbreak kills five and infects over 100 in New York,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T16:21:03+00:00,social_media,https://www.facebook.com/healthmaximalist/posts/for-most-people-legionnaires-disease-sounds-like-a-rare-pneumonia-from-the-past-/1348292484154408,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],,,,,False,,social,[],[],,social_media,Legionnaires disease NYC 2025 outbreak cases deaths borough cooling tower,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,3,Tavily,,src_search_55902341c014,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/healthmaximalist/posts/for-most-people-legionnaires-disease-sounds-like-a-rare-pneumonia-from-the-past-/1348292484154408,True,False,False,False,possibly_relevant,not_assessed,"For most people, Legionnaires' disease sounds like a rare ...",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
CIDRAP,high,cidrap,,2026-06-25T16:21:03+00:00,academic_source,https://www.cidrap.umn.edu/legionella/public-health-alerts-outbreak-legionnaires-disease-associated-cooling-tower-systems,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"# Public Health Alerts: Outbreak of Legionnaires’ disease associated with cooling tower systems in Central Harlem

[Jim Wappes](/jim-wappes)

[Public Health Alerts](/public-health-alerts)

![Apartment cooling units](/sites/default/files/styles/article_detail/public/article/Cooling%20units%20aerial%20view.jpg?itok=IQrXH1Lm)
> beekeepx / iStock

[Copied to clipboard](# ""Copy link"")

Investigators describe an outbreak of Legionnaires’ disease with 118 confirmed cases and seven deaths linked to cooling towers in Harlem, New York, last year, according to a Public Health Alerts [report today](https:",,,Public Health Alerts: Outbreak of Legionnaires’ disease associated with cooling tower systems in Central Harlem | CIDRAP,True,low,primary_or_authoritative,"[""domain""]",[],domain,academic_or_peer_reviewed_source,Legionnaires disease NYC 2025 outbreak cases deaths borough cooling tower,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,4,Tavily,,src_search_74ae67b4e657,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/legionella/public-health-alerts-outbreak-legionnaires-disease-associated-cooling-tower-systems,False,False,False,False,possibly_relevant,not_assessed,Public Health Alerts: Outbreak of Legionnaires’ disease associated with cooling tower systems in Central Harlem | CIDRAP,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
