actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T15:25:31+00:00,official_authority,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-june-2024,primary_case_claim_support,,,live_search_result,not_assessed,fda.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"![U.S. flag](/themes/custom/preview/assets/images/US_Flag.png)
![Dot gov](/themes/custom/preview/assets/images/icon-dot-gov.svg)

**The .gov means it’s official.**  
Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.

![SSL](/themes/custom/preview/assets/images/icon-https.svg)

**The site is secure.**  
 The **https://** ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.

![U.S. Food and Drug Administration logo](/themes/custo",,,Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_33733b13ba13,direct_target_official_fast_path_skips_source_identity,assessed,domain:fda_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-june-2024,False,False,True,False,possibly_relevant,not_assessed,Outbreak Investigation of Salmonella: Cucumbers (June 2024) - FDA,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:25:31+00:00,official_authority,https://www.cdc.gov/salmonella/outbreaks/mbandaka-05-01/investigation.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Investigation Update: Salmonella Outbreaks, May 2025 | Salmonella Infection | CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)
![Centers for Disease Control and Prevention. CDC twent",Centers for Disease Control and Prevention,,"Investigation Update: Salmonella Outbreaks, May 2025 | Salmonella Infection | CDC",True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Investigation Update: Salmonella Outbreaks, May 2025 | Salmonella Infection | CDC""]",page_metadata_or_text,national_public_health_agency,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_85d5f7f41e48,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/salmonella/outbreaks/mbandaka-05-01/investigation.html,False,False,True,False,possibly_relevant,not_assessed,"Investigation Update: Salmonella Outbreaks, May 2025 | Salmonella Infection | CDC",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:25:31+00:00,official_authority,https://www.cdc.gov/salmonella/outbreaks/eggs-09-24/investigation.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Investigation Update: Salmonella Outbreak, Eggs - September 2024 | Salmonella Infection | CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)
![Centers for Disease Control and Prevention. CDC twent",Centers for Disease Control and Prevention,,"Investigation Update: Salmonella Outbreak, Eggs - September 2024 | Salmonella Infection | CDC",True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Investigation Update: Salmonella Outbreak, Eggs - September 2024 | Salmonella Infection | CDC""]",page_metadata_or_text,national_public_health_agency,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_a5bc6c5400a7,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/salmonella/outbreaks/eggs-09-24/investigation.html,False,False,True,False,possibly_relevant,not_assessed,"Investigation Update: Salmonella Outbreak, Eggs - September 2024 | Salmonella Infection | CDC",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:25:31+00:00,official_authority,https://www.cdc.gov/salmonella/outbreaks/africana-06-24/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Salmonella Outbreak Linked to Cucumbers - June 2024 - CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)
![Centers for Disease Control and Prevention. CDC twent",Centers for Disease Control and Prevention,,Salmonella Outbreak Linked to Cucumbers - June 2024 - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Salmonella Outbreak Linked to Cucumbers - June 2024 - CDC""]",page_metadata_or_text,national_public_health_agency,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_e0c58bcf769a,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/salmonella/outbreaks/africana-06-24/index.html,False,False,True,False,possibly_relevant,not_assessed,Salmonella Outbreak Linked to Cucumbers - June 2024 - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:25:31+00:00,social_media,https://www.facebook.com/CBSPittsburgh/posts/salmonella-outbreak-at-least-16-illnesses-have-been-reported-with-six-hospitaliz/674381181403410,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,report,"[""## KDKA-TV | CBS Pittsburgh's post\n\n---\n\n### [**KDKA-TV | CBS Pittsburgh**](https://www.facebook.com/CBSPittsburgh?__cft__[0]=AZZu5r8iFWx226i5LFr4jfs-3a32jMhkaHwPsXwtosUMDOQ55io4FkeknFn7lO86NTgG2s91mEOqwL2rtgs-CeqUZ86Ffc""]","## KDKA-TV | CBS Pittsburgh's post

---

### [**KDKA-TV | CBS Pittsburgh**](https://www.facebook.com/CBSPittsburgh?__cft__[0]=AZZu5r8iFWx226i5LFr4jfs-3a32jMhkaHwPsXwtosUMDOQ55io4FkeknFn7lO86NTgG2s91mEOqwL2rtgs-CeqUZ86Ffc71Ah0HanqqorSANLNbKsIc8JMMSzHMiN-VoKXspHASxLrB1b10ZfEPmU5E5kSzey7ygpQ90Dyw03XiUg&__tn__=-UC%2CP-R)

[26 July 2023](https://www.facebook.com/CBSPittsburgh/posts/pfbid02p4x4mCyCyysvi3vmFDMmakQy1FF2JiLTrfbfXkNnkMfK9jvpgnn7JVJCMKUBJkMAl?__cft__[0]=AZZu5r8iFWx226i5LFr4jfs-3a32jMhkaHwPsXwtosUMDOQ55io4FkeknFn7lO86NTgG2s91mEOqwL2rtgs-CeqUZ86Ffc71Ah0HanqqorSANLNbKsIc8JMMSzHMiN-VoKXspHAS",Centers for Disease Control and Prevention,,"At least 16 illnesses have been reported, with six hospitalizations ...",True,high,social,"[""clean_text""]","[""## KDKA-TV | CBS Pittsburgh's post\n\n---\n\n### [**KDKA-TV | CBS Pittsburgh**](https://www.facebook.com/CBSPittsburgh?__cft__[0]=AZZu5r8iFWx226i5LFr4jfs-3a32jMhkaHwPsXwtosUMDOQ55io4FkeknFn7lO86NTgG2s91mEOqwL2rtgs-CeqUZ86Ffc""]",page_metadata_or_text,social_media,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,5,Tavily,,src_search_712e948506d7,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/CBSPittsburgh/posts/salmonella-outbreak-at-least-16-illnesses-have-been-reported-with-six-hospitaliz/674381181403410,True,False,False,False,possibly_relevant,not_assessed,"At least 16 illnesses have been reported, with six hospitalizations ...",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:25:31+00:00,official_authority,https://www.cdc.gov/salmonella/outbreaks/sproutedbeans-07-25/investigation.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Investigation Update: Salmonella Outbreak, July 2025 | Salmonella Infection | CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)
![Centers for Disease Control and Prevention. CDC twent",Centers for Disease Control and Prevention,,"Investigation Update: Salmonella Outbreak, July 2025 | Salmonella Infection | CDC",True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Investigation Update: Salmonella Outbreak, July 2025 | Salmonella Infection | CDC""]",page_metadata_or_text,national_public_health_agency,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_057e55c5d693,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/salmonella/outbreaks/sproutedbeans-07-25/investigation.html,False,False,True,False,possibly_relevant,not_assessed,"Investigation Update: Salmonella Outbreak, July 2025 | Salmonella Infection | CDC",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:25:31+00:00,social_media,https://x.com/CDCgov/status/2067329330817224750,insufficient_information,,,live_search_result,not_assessed,x.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,"[""## Post\n\n[Log in](/i/jf/onboarding/web?mode=login)[Sign up](/i/jf/onboarding/web?mode=signup)\n\n## Post\n\n[![user avatar](https://pbs.twimg.com/profile_images/1775519665390772225/clcxou-0_normal.jpg)](https://x.com/CDCgov)""]","## Post

[Log in](/i/jf/onboarding/web?mode=login)[Sign up](/i/jf/onboarding/web?mode=signup)

## Post

[![user avatar](https://pbs.twimg.com/profile_images/1775519665390772225/clcxou-0_normal.jpg)](https://x.com/CDCgov)

[CDC](https://x.com/CDCgov)

[@CDCgov](https://x.com/CDCgov)

Salmonella Outbreak Update: 513 people sick, 134 hospitalized with 1 death, in 42 states and Puerto Rico from contact with backyard poultry. Backyard poultry can carry Salmonella germs that can make you sick. Take steps to keep yourself and your flock healthy. [cdc.gov/salmonella/out…](https://www.cdc.gov/salmonell",Centers for Disease Control and Prevention,,Salmonella Outbreak Update,True,high,social,"[""clean_text""]","[""## Post\n\n[Log in](/i/jf/onboarding/web?mode=login)[Sign up](/i/jf/onboarding/web?mode=signup)\n\n## Post\n\n[![user avatar](https://pbs.twimg.com/profile_images/1775519665390772225/clcxou-0_normal.jpg)](https://x.com/CDCgov)""]",page_metadata_or_text,social_media,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,7,Tavily,,src_search_b51a5ab7bcd8,direct_target_official_fast_path_skips_source_identity,assessed,domain:x_com,,low,high,"[""domain""]",social_media,,[],https://x.com/CDCgov/status/2067329330817224750,True,False,False,False,possibly_relevant,not_assessed,Salmonella Outbreak Update,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
CIDRAP,high,cidrap,,2026-06-25T15:25:31+00:00,academic_source,https://www.cidrap.umn.edu/foodborne-disease/report-illnesses-contaminated-food-increased-2024-severe-cases-doubled,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"# Report: Illnesses from contaminated food increased in 2024, severe cases doubled

[Chris Dall, MA](/chris-dall-ma)

[Foodborne Disease](/foodborne-disease)

[E coli](/e-coli)

[Listeria](/listeria)

[Salmonella](/salmonella)

![Contaminated lettuce](/sites/default/files/styles/article_detail/public/article/iStock-1190512185.jpg?itok=x-dsFsw3)
> Manjurul / iStock

[Copied to clipboard](# ""Copy link"")

The number of Americans with confirmed illness caused by contaminated food rose by 25% last year, according to a new [report](https://pirg.org/edfund/resources/food-for-thought-2025/) from the U",,,"Report: Illnesses from contaminated food increased in 2024, severe cases doubled | CIDRAP",True,low,primary_or_authoritative,"[""domain""]",[],domain,academic_or_peer_reviewed_source,CDC Salmonella outbreak investigation 2024 cases hospitalizations deaths United States May June July,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,8,Tavily,,src_search_8207a084046e,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/foodborne-disease/report-illnesses-contaminated-food-increased-2024-severe-cases-doubled,False,False,False,False,possibly_relevant,not_assessed,"Report: Illnesses from contaminated food increased in 2024, severe cases doubled | CIDRAP",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:25:31+00:00,official_authority,https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,primary_case_claim_support,,,live_search_result,not_assessed,fda.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"* [Skip to FDA Search](#search-form)
* [Skip to in this section menu](#section-nav)
* [Skip to footer links](#footer)

![U.S. flag](/themes/custom/preview/assets/images/US_Flag.png) An official website of the United States government [Here’s how you know](#) 

![Dot gov](/themes/custom/preview/assets/images/icon-dot-gov.svg)

**The .gov means it’s official.**  
Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.

![SSL](/themes/custom/preview/assets/images/icon-https.svg)

**The site is secure.**  
 The **h",,,Outbreak Investigation of Salmonella: Cucumbers (November 2024),True,low,primary_or_authoritative,[],[],,official_public_health_agency,FDA Salmonella outbreak recall advisory 2024 cases United States May June July food vehicle,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_793a8dd9911b,direct_target_official_fast_path_skips_source_identity,assessed,domain:fda_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-salmonella-cucumbers-november-2024,False,False,True,False,possibly_relevant,not_assessed,Outbreak Investigation of Salmonella: Cucumbers (November 2024),Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:25:31+00:00,official_authority,https://www.contagionlive.com/view/fda-recalls-mid-month-check-in,primary_case_claim_support,,,live_search_result,not_assessed,contagionlive.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],Just a moment...,,,Just a moment...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,FDA Salmonella outbreak recall advisory 2024 cases United States May June July food vehicle,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_a37f3105d277,direct_target_official_fast_path_skips_source_identity,assessed,domain:contagionlive_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.contagionlive.com/view/fda-recalls-mid-month-check-in,False,False,True,False,possibly_relevant,not_assessed,FDA Recalls: July 2024 Mid-Month Check In | Contagion Live,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:25:31+00:00,official_authority,http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-various-meat-and-poultry-products-containing-fda,primary_case_claim_support,,,live_search_result,not_assessed,fsis.usda.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"[Skip navigation](#main-content)

![U.S. flag](/themes/uswds/img/us_flag_small.png)

An official website of the United States government

Here’s how you know

![Dot gov](/themes/uswds/img/icon-dot-gov.svg)

**The .gov means it’s official.**   
 Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you’re on a federal government site.

![Https](/themes/uswds/img/icon-https.svg)

**The site is secure.**   
 The **https://** ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted sec",,,FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due to Possible Salmonella Contamination | Food Safety and Inspection Service,True,low,primary_or_authoritative,[],[],,official_public_health_agency,FDA Salmonella outbreak recall advisory 2024 cases United States May June July food vehicle,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_843a36718811,direct_target_official_fast_path_skips_source_identity,assessed,domain:fsis_usda_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],http://www.fsis.usda.gov/recalls-alerts/fsis-issues-public-health-alert-various-meat-and-poultry-products-containing-fda,False,False,True,False,possibly_relevant,not_assessed,FSIS Issues Public Health Alert for Various Meat and Poultry Products Containing FDA-Regulated Dairy Products That Have Been Recalled Due to Possible Salmonella Contamination | Food Safety and Inspection Service,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:25:31+00:00,official_authority,https://kidsadvisory.com/food-recalls-us,primary_case_claim_support,,,live_search_result,not_assessed,kidsadvisory.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"[Skip to content](#main)


[![KidsAdvisory.com logo](https://kidsadvisory.com/wp-content/uploads/2024/09/KA-800-x-320-px.png)](https://kidsadvisory.com/)

[Get Alerts!](https://kidsadvisory.com/get-recall-alerts/)

[![KidsAdvisory.com logo](https://kidsadvisory.com/wp-content/uploads/2024/09/KA-800-x-320-px.png)](https://kidsadvisory.com/)

# Food Recalls US – The complete List for Parents

## 2025 Food Recalls US – Updated Daily

\*This list includes all food and beverages for families, excluding alcohol, caffeine, and supplements not intended for children. Recalls and alerts are listed from ",,,Food Recalls US – Complete List for Parents - KidsAdvisory,True,low,primary_or_authoritative,[],[],,official_public_health_agency,FDA Salmonella outbreak recall advisory 2024 cases United States May June July food vehicle,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_1f2ad0f9f937,direct_target_official_fast_path_skips_source_identity,assessed,domain:kidsadvisory_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://kidsadvisory.com/food-recalls-us,False,False,True,False,possibly_relevant,not_assessed,Food Recalls US – Complete List for Parents - KidsAdvisory,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:25:31+00:00,official_authority,https://www.foodsafety.gov/recalls-and-outbreaks,primary_case_claim_support,,,live_search_result,not_assessed,foodsafety.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"[Skip to main content](https://www.foodsafety.gov/recalls-and-outbreaks#main-content)

![Image 1: U.S. flag](https://www.foodsafety.gov/themes/custom/foodsafety/assets/img/us_flag_small.png)

An official website of the United States government

Here’s how you know

Here’s how you know

![Image 2: Dot gov](https://www.foodsafety.gov/themes/custom/foodsafety/assets/img/icon-dot-gov.svg)

**Official websites use .gov**

A **.gov** website belongs to an official government organization in the United States.

![Image 3: Https](https://www.foodsafety.gov/themes/custom/foodsafety/assets/img/icon-http",,,Recalls and Outbreaks | FoodSafety.gov,True,low,primary_or_authoritative,[],[],,official_public_health_agency,FDA Salmonella outbreak recall advisory 2024 cases United States May June July food vehicle,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_139b1ba6fd05,direct_target_official_fast_path_skips_source_identity,assessed,domain:foodsafety_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.foodsafety.gov/recalls-and-outbreaks,False,False,True,False,possibly_relevant,not_assessed,Recalls and Outbreaks | FoodSafety.gov,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:25:31+00:00,social_media,https://www.facebook.com/nbcchicago/videos/as-of-friday-at-least-a-dozen-products-related-to-the-recall-have-been-impacted-/870851292702148,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,official_alert,[],"[Log In](https://www.facebook.com/login/device-based/regular/login/?login_attempt=1&next=https%3A%2F%2Fwww.facebook.com%2Fnbcchicago%2Fvideos%2Fas-of-friday-at-least-a-dozen-products-related-to-the-recall-have-been-impacted-%2F870851292702148)

Log In

[Forgot Account?](https://www.facebook.com/recover/initiate?ars=royal_blue_bar)

# [Video](https://www.facebook.com/watch/)

[Home](https://www.facebook.com/watch/)

[Live](https://www.facebook.com/watch/live/?ref=watch)

[Reels](https://www.facebook.com/reel/?s=bookmark)

[Explore](https://www.facebook.com/watch/topic/)

More

[Home](https://ww",,,"As of Friday, at least a dozen products related to the recall have ...",True,low,social,[],[],,social_media,FDA Salmonella outbreak recall advisory 2024 cases United States May June July food vehicle,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,7,Tavily,,src_search_34a66c01ab1b,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/nbcchicago/videos/as-of-friday-at-least-a-dozen-products-related-to-the-recall-have-been-impacted-/870851292702148,True,False,False,False,possibly_relevant,not_assessed,"As of Friday, at least a dozen products related to the recall have ...",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
