actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,##### Human Cases **Year-to-date:** 5 **Counties:** 3,primary_case_dataset_blocker,record_linking,California,P0_critical,1,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_003 - Westnile.ca.gov | California West Nile Virus Website,Westnile.ca.gov | California West Nile Virus Website,https://westnile.ca.gov/resources.php,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_14d0fc5d0793_001; rec_src_search_14d0fc5d0793_002,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-26,West Nile Virus Disease,July 26 –[First West Nile Death Since 2006 Reported in Contra Costa County](https://contracosta.news/2024/07/26/first-west-nile-death-since-2006-reported-in-contra-costa-county/),primary_case_dataset_blocker,record_linking,"Contra Costa County, California",P0_critical,2,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_004 - California Tracking Increase in Diseases Spread by Mosquitoes,California Tracking Increase in Diseases Spread by Mosquitoes,https://contracosta.news/2024/10/01/california-tracking-increase-in-diseases-spread-by-mosquitoes,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_071605a69e2e_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,# First West Nile Virus Death of 2024 Reported in LA County - Public Health Urges Residents to Take Action to Prevent the Spread of Mosquito-Borne Diseases,primary_case_dataset_blocker,record_linking,"Los Angeles County, California",P0_critical,3,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_008 - LISTING OF DEPARTMENT OF PUBLIC HEALTH PRESS RELEASES,LISTING OF DEPARTMENT OF PUBLIC HEALTH PRESS RELEASES,http://ph.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=4833,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_5c954f0581ec_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"The highest number of cases was in Orange County (263 cases) and the highest incidence occurred in Glenn County (35.3 cases per 100,000 population).",primary_case_dataset_blocker,record_linking,"Orange County, California",P0_critical,4,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_009 - California Sets Record for West Nile Virus Activity - CDPH,California Sets Record for West Nile Virus Activity - CDPH,https://www.cdph.ca.gov/Programs/OPA/Pages/NR15-027.aspx,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_ba887a60c89b_002,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-07-26,West Nile Virus Disease,July 26 –[First West Nile Death Since 2006 Reported in Contra Costa County](https://contracosta.news/2024/07/26/first-west-nile-death-since-2006-reported-in-contra-costa-county/),primary_case_dataset_blocker,record_normalization,"Contra Costa County, California",P0_critical,5,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_071605a69e2e_001 - California Tracking Increase in Diseases Spread by...,California Tracking Increase in Diseases Spread by Mosquitoes,https://contracosta.news/2024/10/01/california-tracking-increase-in-diseases-spread-by-mosquitoes,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_071605a69e2e_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,##### Human Cases **Year-to-date:** 5 **Counties:** 3,primary_case_dataset_blocker,record_normalization,California,P0_critical,6,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_14d0fc5d0793_001 - Westnile.ca.gov | California West Nile Virus Website,Westnile.ca.gov | California West Nile Virus Website,https://westnile.ca.gov/resources.php,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_14d0fc5d0793_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,# First West Nile Virus Death of 2024 Reported in LA County - Public Health Urges Residents to Take Action to Prevent the Spread of Mosquito-Borne Diseases,primary_case_dataset_blocker,record_normalization,"Los Angeles County, California",P0_critical,7,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_5c954f0581ec_001 - LISTING OF DEPARTMENT OF PUBLIC HEALTH PRESS RELEASES,LISTING OF DEPARTMENT OF PUBLIC HEALTH PRESS RELEASES,http://ph.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=4833,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_5c954f0581ec_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"The highest number of cases was in Orange County (263 cases) and the highest incidence occurred in Glenn County (35.3 cases per 100,000 population).",primary_case_dataset_blocker,record_normalization,"Orange County, California",P0_critical,8,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_ba887a60c89b_002 - California Sets Record for West Nile Virus Activity...,California Sets Record for West Nile Virus Activity - CDPH,https://www.cdph.ca.gov/Programs/OPA/Pages/NR15-027.aspx,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_ba887a60c89b_002,record,This item can change whether a record is eligible for the primary case dataset.
,needs_more_evidence; defer_decision,2024-08-01-2024-08-31,West Nile virus,Comparable public-health claims conflict and require review.,conflicting_claims_review,claim_corroboration_conflict,California,P0_critical,9,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,conflicting claims review - review_claim_corroboration_conflict_corr_event_005 - California Sets Record for West Nile Virus Activity - CDPH,California Sets Record for West Nile Virus Activity - CDPH,https://www.cdph.ca.gov/Programs/OPA/Pages/NR15-027.aspx,review_claim_corroboration,Which claim should be treated as comparable evidence after review?,claim_rec_src_search_ba887a60c89b_001_cases_unspecified; claim_rec_src_search_ba887a60c89b_004_deaths; claim_rec_src_search_14d0fc5d0793_001_cases_unspecified; claim_rec_src_search_14d0fc5d0793_002_deaths; src_search_ba887a60c89b; src_search_14d0fc5d0793; corr_event_005,claim,"Comparable claims conflict and may affect cases, date, location, or count semantics."
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"California had the second-highest number of human cases of West Nile virus (WNV) in 2014 since the virus first invaded California in 2003. In 2014, California recorded 801 cases of the potentially fatal disease. In 2005, CDPH detected 880 cases of WNV.",validation_conflict_review,duplicate_event_clustering,California,P0_critical,10,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,validation conflict review - review_duplicate_event_002 - California Sets Record for West Nile Virus Activity - CDPH,California Sets Record for West Nile Virus Activity - CDPH,https://www.cdph.ca.gov/Programs/OPA/Pages/NR15-027.aspx,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_ba887a60c89b_001; rec_src_search_ba887a60c89b_004; event_002,record,This review item requires human inspection before it should affect downstream interpretation.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,##### Human Cases **Year-to-date:** 5 **Counties:** 3,validation_conflict_review,duplicate_event_clustering,California,P0_critical,11,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; validation_results; validation_source_compatibility_summary,validation conflict review - review_duplicate_event_003 - Westnile.ca.gov | California West Nile Virus Website,Westnile.ca.gov | California West Nile Virus Website,https://westnile.ca.gov/resources.php,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_14d0fc5d0793_001; rec_src_search_14d0fc5d0793_002; event_003,record,This review item requires human inspection before it should affect downstream interpretation.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-08-01-2024-08-31,West Nile virus,"There have been 289 human West Nile virus disease cases in 2024, according to the [CDC](https://www.cdc.gov/west-nile-virus/data-maps/current-year-data.html).",claim_corroboration_review,anomaly,California,P0_critical,12,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_008 - Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesse...,Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesses - ABC News,https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_0d4e7ec87258; event_001; anom_008; val_result_002,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-08-01-2024-08-31,West Nile virus,"Earlier this week, health officials in Illinois announced the first death in the state from West Nile virus after a Lake County resident in their 80s had an onset of symptoms in mid-August and died soon after.",claim_corroboration_review,anomaly,California,P0_critical,13,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_009 - Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesse...,Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesses - ABC News,https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_0d4e7ec87258; event_007; anom_009; val_result_003,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-08-01-2024-08-31,West Nile virus,There were six West Nile virus deaths recorded in Illinois in 2023.,claim_corroboration_review,anomaly,California,P0_critical,14,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_010 - Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesse...,Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesses - ABC News,https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_0d4e7ec87258; event_006; anom_010; val_result_004,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-08-01-2024-08-31,West Nile virus,"An average of 18 cases of illness from West Nile virus are reported in Wisconsin every year, according to DHS officials.",claim_corroboration_review,anomaly,California,P0_critical,15,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_011 - Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesse...,Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesses - ABC News,https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_0d4e7ec87258; event_011; anom_011; val_result_005,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2024-08-01-2024-08-31,West Nile virus,"California had the second-highest number of human cases of West Nile virus (WNV) in 2014 since the virus first invaded California in 2003. In 2014, California recorded 801 cases of the potentially fatal disease. In 2005, CDPH detected 880 cases of WNV.",claim_corroboration_review,anomaly,California,P0_critical,16,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_012 - California Sets Record for West Nile Virus Activity - CDPH,California Sets Record for West Nile Virus Activity - CDPH,https://www.cdph.ca.gov/Programs/OPA/Pages/NR15-027.aspx,confirm_scope_or_reject_record,"Is the claim independently corroborated, conflicting, or only single-source evidence?",src_search_ba887a60c89b; event_002; anom_012; val_result_006,anomaly,Claim-level support is unresolved or depends on a single source.
