actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"Two more people have died, in New Jersey, from West Nile virus, bringing the total number of U.S. deaths in 2024 to five—*Newsweek* maps show the extent of the outbreak.",primary_case_dataset_blocker,record_linking,California,P0_critical,1,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_008 - West Nile Virus Maps Show Cases in US This Year - Newsweek,West Nile Virus Maps Show Cases in US This Year - Newsweek,https://www.newsweek.com/west-nile-virus-maps-show-cases-us-this-year-1947235,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_29301bcfe202_001; rec_src_search_29301bcfe202_002,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"| **Human cases (fatal)** | 3 (0) | 791 (32) | 880 (21) | 278 (9) | 382 (22) | 446 (15) | 112 (5) | 112 (6) | 159 (9) | 480 (23) | 387 (19) | 842 (34) | 800 (55) | 461 (21) | 556 (44) | 217 (11) | 225 (6) | 214 (15) | 129 (12) | 209 (15) | 433 (20) | 132 (12) | 116 (11) | 0 (0) | 8,364 (417) |",primary_case_dataset_blocker,record_linking,California,P0_critical,2,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_015 - California West Nile Virus Website: Westnile.ca.gov,California West Nile Virus Website: Westnile.ca.gov,https://westnile.ca.gov,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_fc3322f3069f_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,##### Human Cases **Year-to-date:** 5 **Counties:** 3,primary_case_dataset_blocker,record_linking,California,P0_critical,3,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_019 - Westnile.ca.gov | California West Nile Virus Website,Westnile.ca.gov | California West Nile Virus Website,https://westnile.ca.gov/resources.php,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_14d0fc5d0793_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,YTD 27 0 0,primary_case_dataset_blocker,record_linking,California,P0_critical,4,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_linking_event_020 - [PDF] WEEKLY UPDATE - California West Nile Virus,[PDF] WEEKLY UPDATE - California West Nile Virus,https://westnile.ca.gov/download?download_id=5027,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_1901d64d67f4_009,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"Tulare County: At least 13 human cases, including one death.",primary_case_dataset_blocker,record_linking,"Tulare County, California",P0_critical,5,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"primary case dataset blocker - review_linking_event_035 - West Nile virus, spread by mosquitoes, claims a third life in the San ...","West Nile virus, spread by mosquitoes, claims a third life in the San ...",https://theintersectionreports.org/west-nile-virus-spread-by-mosquitoes-claims-a-third-life-in-the-san-joaquin-valley,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_c0d70a141aca_002,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,##### Human Cases **Year-to-date:** 5 **Counties:** 3,primary_case_dataset_blocker,record_normalization,California,P0_critical,6,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_14d0fc5d0793_001 - Westnile.ca.gov | California West Nile Virus Website,Westnile.ca.gov | California West Nile Virus Website,https://westnile.ca.gov/resources.php,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_14d0fc5d0793_001,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,YTD 27 0 0,primary_case_dataset_blocker,record_normalization,California,P0_critical,7,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_1901d64d67f4_009 - [PDF] WEEKLY UPDATE - California West Nile Virus,[PDF] WEEKLY UPDATE - California West Nile Virus,https://westnile.ca.gov/download?download_id=5027,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_1901d64d67f4_009,record,This item can change whether a record is eligible for the primary case dataset.
Centers for Disease Control and Prevention,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"A total of 289 cases of the disease have been detected so far, according to the U.S. Centers for Disease Control and Prevention ([CDC](https://www.newsweek.com/topic/cdc)), across 33 different states, but what is West Nile virus, and who is most at risk?",primary_case_dataset_blocker,record_normalization,California,P0_critical,8,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_29301bcfe202_002 - West Nile Virus Maps Show Cases in US This Year - N...,West Nile Virus Maps Show Cases in US This Year - Newsweek,https://www.newsweek.com/west-nile-virus-maps-show-cases-us-this-year-1947235,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_29301bcfe202_002,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"Tulare County: At least 13 human cases, including one death.",primary_case_dataset_blocker,record_normalization,"Tulare County, California",P0_critical,9,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,"primary case dataset blocker - review_normalization_rec_src_search_c0d70a141aca_002 - West Nile virus, spread by mosquitoes, claims a thi...","West Nile virus, spread by mosquitoes, claims a third life in the San ...",https://theintersectionreports.org/west-nile-virus-spread-by-mosquitoes-claims-a-third-life-in-the-san-joaquin-valley,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_c0d70a141aca_002,record,This item can change whether a record is eligible for the primary case dataset.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2024-08-31,West Nile Virus Disease,"| **Human cases (fatal)** | 3 (0) | 791 (32) | 880 (21) | 278 (9) | 382 (22) | 446 (15) | 112 (5) | 112 (6) | 159 (9) | 480 (23) | 387 (19) | 842 (34) | 800 (55) | 461 (21) | 556 (44) | 217 (11) | 225 (6) | 214 (15) | 129 (12) | 209 (15) | 433 (20) | 132 (12) | 116 (11) | 0 (0) | 8,364 (417) |",primary_case_dataset_blocker,record_normalization,California,P0_critical,10,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,primary case dataset blocker - review_normalization_rec_src_search_fc3322f3069f_001 - California West Nile Virus Website: Westnile.ca.gov,California West Nile Virus Website: Westnile.ca.gov,https://westnile.ca.gov,"Inspect the record, evidence quote, source identity, and quality-gate reasons before editing a decision file.",Does this evidence support a task-compatible primary case record?,rec_src_search_fc3322f3069f_001,record,This item can change whether a record is eligible for the primary case dataset.
