actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:53:40+00:00,official_authority,https://www.avmosquito.org/west-nile-virus-5a9ceef,primary_case_claim_support,,,live_search_result,not_assessed,avmosquito.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""## **West Nile Virus**\n\n[LA County confirms first West Nile virus death of](https://www.nbclosangeles.com/news/local/la-county-confirms-first-west-nile-virus-death-of-2024/3522142/#:~:text=Public%20health%20officials%20c""]","## **West Nile Virus**

[LA County confirms first West Nile virus death of](https://www.nbclosangeles.com/news/local/la-county-confirms-first-west-nile-virus-death-of-2024/3522142/#:~:text=Public%20health%20officials%20confirmed%20Friday,then%20died%20from%20neurological%20illness.)[2025](https://abc7.com/post/los-angeles-county-reports-first-west-nile-virus-death-2025/18069134/)

### **What is West Nile virus?**

West Nile virus is a [Flavivirus](https://www.cdc.gov/vhf/virus-families/flaviviridae.html) spread by certain species of mosquitoes.

![The image shows a microscopic view of a virus,",Centers for Disease Control and Prevention,,West Nile Virus - Antelope Valley Mosquito and Vector Control District,True,high,primary_or_authoritative,"[""clean_text""]","[""## **West Nile Virus**\n\n[LA County confirms first West Nile virus death of](https://www.nbclosangeles.com/news/local/la-county-confirms-first-west-nile-virus-death-of-2024/3522142/#:~:text=Public%20health%20officials%20c""]",page_metadata_or_text,official_public_health_agency,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_26c03daad21f,direct_target_official_fast_path_skips_source_identity,assessed,domain:avmosquito_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.avmosquito.org/west-nile-virus-5a9ceef,False,False,True,False,possibly_relevant,not_assessed,West Nile Virus - Antelope Valley Mosquito and Vector Control District,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,official_authority,https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243,primary_case_claim_support,,,live_search_result,not_assessed,abcnews.com,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"## Live

## Video

## Shows

## Good Morning America

## ShopGMA

## Stream on

![stream logo](https://assets-cdn.abcotvs.net/static/images/DisneyPlus.svg)

# Health officials report 3 West Nile virus deaths; warn of mosquito-spread illnesses

There have been 289 human West Nile virus disease cases in 2024.

![](https://i.abcnewsfe.com/a/de49c789-e108-4a06-9ef2-362ca0d70ed5/mosquitos-biting-as-ks-240829_1724965064343_hpMain_16x9.jpg?w=992)

Health officials are warning of the dangers of mosquitoes infected with West Nile virus after three recent deaths were recorded across Wisconsin and Illino",,,Health officials report 3 West Nile virus deaths; warn of mosquito ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_0d4e7ec87258,direct_target_official_fast_path_skips_source_identity,assessed,domain:abcnews_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243,False,False,True,False,possibly_relevant,not_assessed,Health officials report 3 West Nile virus deaths; warn of mosquito ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,social_media,https://www.facebook.com/CIDRAP/posts/west-nile-death-reported-in-californiathe-death-in-a-county-where-high-numbers-o/1405077108284639,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"## Center for Infectious Disease Research and Policy (CIDRAP)'s Post

---

### [**Center for Infectious Disease Research and Policy (CIDRAP)**](https://www.facebook.com/CIDRAP?__cft__[0]=AZbhMsFbj-bXgRgAVUjp6ALrcPn7xFyztK53f8ZhnlAyT8BC68KM4z35ERmCREwJu2aAC2XCait5cuOZBC2j2tlkso8mt3JyQMzRbcsMguksB9vT9izvtEW0LZCjQ7DDXdx21sM-uz4Pu3y5U_Y0FJA-rlNYEa35u2DISL4JGxTKRA&__tn__=-UC%2CP-R)

[October 7, 2025](https://www.facebook.com/CIDRAP/posts/pfbid0pJAcRRUJRfR8t2VGjd9cYBV2y8PJ6ZscupddxNEE6AUVYj7ryPxapvk8Qc3FzdrZl?__cft__[0]=AZbhMsFbj-bXgRgAVUjp6ALrcPn7xFyztK53f8ZhnlAyT8BC68KM4z35ERmCREwJu2aAC2XCait5cuOZ",,,"West Nile death reported in California The death, in a county where high numbers of West Nile virus-positive mosquitoes and dead birds have been found, is the fifth West Nile-related death in the state this... - Center for Infectious Disease Research and Policy (CIDRAP)",True,low,social,[],[],,social_media,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,3,Tavily,,src_search_75f2c3795fd4,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/CIDRAP/posts/west-nile-death-reported-in-californiathe-death-in-a-county-where-high-numbers-o/1405077108284639,True,False,False,False,possibly_relevant,not_assessed,"West Nile death reported in California The death, in a county where high numbers of West Nile virus-positive mosquitoes and dead birds have been found, is the fifth West Nile-related death in the state this... - Center for Infectious Disease Research and Policy (CIDRAP)",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,official_authority,https://www.placer.ca.gov/10491/First-West-Nile-virus-death-of-season,primary_case_claim_support,,,live_search_result,not_assessed,placer.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"### 

![Placer County Communications logo](/ImageRepository/Document?documentID=97465)
![Placer County Homepage](/ImageRepository/Document?documentID=95615)

## Placer County confirms first West Nile virus death of season

*Published Oct. 6, 2025*

Public Health officials confirmed the first death of a Placer County resident from West Nile virus this season, a Roseville man.

There have been 54 confirmed human cases and 5 West Nile virus-related deaths reported in California this year. There have been five confirmed human cases of West Nile virus in Placer County this season and high numbers o",,,Placer County confirms first West Nile virus death of season,True,low,primary_or_authoritative,[],[],,official_public_health_agency,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_164bef3ca516,direct_target_official_fast_path_skips_source_identity,assessed,domain:placer_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.placer.ca.gov/10491/First-West-Nile-virus-death-of-season,False,False,True,False,possibly_relevant,not_assessed,Placer County confirms first West Nile virus death of season,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,official_authority,https://westnile.ca.gov,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"[en Español](spanish.php)

West Nile virus (WNV) is a mosquito-borne virus that causes disease in humans, horses, and birds. WNV spreads to people through the bite of an infected mosquito, and it can make people sick and even cause death. WNV is common in the United States, especially in California, and is a problem that is here to stay. The best way to prevent WNV is to protect yourself from mosquito bites.

**Mosquitoes often get WNV from birds. Dead bird reports are one way of tracking where WNV could be spreading. You can help the California Department of Public Health (CDPH) track WNV in ",,,California West Nile Virus Website: Westnile.ca.gov,True,low,primary_or_authoritative,[],[],,official_public_health_agency,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_fc3322f3069f,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov,False,False,True,False,possibly_relevant,not_assessed,California West Nile Virus Website: Westnile.ca.gov,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,official_authority,https://westnile.ca.gov/resources.php,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"[en Español](spanish.php)

West Nile virus (WNV) is a mosquito-borne virus that causes disease in humans, horses, and birds. WNV spreads to people through the bite of an infected mosquito, and it can make people sick and even cause death. WNV is common in the United States, especially in California, and is a problem that is here to stay. The best way to prevent WNV is to protect yourself from mosquito bites.

**Mosquitoes often get WNV from birds. Dead bird reports are one way of tracking where WNV could be spreading. You can help the California Department of Public Health (CDPH) track WNV in ",,,Westnile.ca.gov | California West Nile Virus Website,True,low,primary_or_authoritative,[],[],,official_public_health_agency,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_14d0fc5d0793,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov/resources.php,False,False,True,False,possibly_relevant,not_assessed,Westnile.ca.gov | California West Nile Virus Website,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
National Center for Biotechnology Information,high,national_center_for_biotechnology_information,,2026-06-25T15:53:40+00:00,structured_database,https://pmc.ncbi.nlm.nih.gov/articles/PMC12296570,primary_case_claim_support,,,live_search_result,not_assessed,pmc.ncbi.nlm.nih.gov,[],not_assessed,medium,government_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"![](https://cdn.ncbi.nlm.nih.gov/pmc/pd-medc-pmc-cloudpmc-viewer/production/674d4f95/var/data/static/img/us_flag.svg)

An official website of the United States government

Here's how you know

![](https://cdn.ncbi.nlm.nih.gov/pmc/pd-medc-pmc-cloudpmc-viewer/production/674d4f95/var/data/static/img/icon-dot-gov.svg)

**Official websites use .gov**   
 A **.gov** website belongs to an official government organization in the United States.

![](https://cdn.ncbi.nlm.nih.gov/pmc/pd-medc-pmc-cloudpmc-viewer/production/674d4f95/var/data/static/img/icon-https.svg)

**Secure .gov websites use HTTPS**   ",,,West Nile Virus (Orthoflavivirus nilense) RNA concentrations in ...,True,low,primary_or_authoritative,"[""domain""]",[],domain,structured_database,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_bb741f174261,direct_target_official_fast_path_skips_source_identity,assessed,publisher:national_center_for_biotechnology_information,National Center for Biotechnology Information,high,medium,"[""domain""]",structured_database,,[],https://pmc.ncbi.nlm.nih.gov/articles/PMC12296570,False,False,True,False,possibly_relevant,not_assessed,West Nile Virus (Orthoflavivirus nilense) RNA concentrations in ...,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T15:53:40+00:00,official_authority,https://www.cdc.gov/west-nile-virus/data-maps/historic-data.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Historic Data (1999-2025) | West Nile Virus - CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,Historic Data (1999-2025) | West Nile Virus - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Historic Data (1999-2025) | West Nile Virus - CDC""]",page_metadata_or_text,national_public_health_agency,West Nile virus California 2024 human cases deaths weekly report site:westnile.ca.gov OR site:cdph.ca.gov,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_d879ecf59b5b,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/west-nile-virus/data-maps/historic-data.html,False,False,True,False,possibly_relevant,not_assessed,Historic Data (1999-2025) | West Nile Virus - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,official_authority,https://westnile.ca.gov/download?download_id=5061,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"California Arbovirus Surveillance Bulletin # 29

Week 43 Friday, October 25 , 202 4

# WEEKLY UPDATE 

Human s

West Nile virus 

A total of 9 new human cases of West Nile virus (WNV) disease were reported this week from 4 counties: 

Kern (4), Los Angeles (2), Sacramento (2), and Tulare (1). This is the first WNV positive human case 

from Tulare County this year. In 2024, 98 human cases of WNV disease were reported from 23 

counties. Of the 98 cases, 75 (77%) had neuroinvasive disease and 11 (11 %) were fatal. The median age 

of the case -patients was 59 years and 63 (64%) of the case -pat",,,Arbobulletin_2024_29.pdf,True,low,primary_or_authoritative,[],[],,official_public_health_agency,West Nile virus California August 2024 human cases neuroinvasive deaths county surveillance,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_a39e4fa28013,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov/download?download_id=5061,False,False,True,False,possibly_relevant,not_assessed,Arbobulletin_2024_29.pdf,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T15:53:40+00:00,official_authority,https://westnile.ca.gov/download?download_id=5072,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"California Arbovirus Surveillance Bulletin # 32

Week 46 Friday, Nov 15 , 202 4

# WEEKLY UPDATE 

Human s

West Nile virus 

A total of 2 new human cases of West Nile virus (WNV) disease were reported this week from 2 counties: 

Fresno (1) and Yolo (1 ). In 2024, 11 2 human cases of WNV disease were reported from 23 counties. 

Of the 112 cases, 86 (77%) had neuroinvasive disease and 11 (10%) were fatal. The median age of the 

case -patients was 60 years and 71 (63%) of the case -patients were male. The dates of symptom onset 

ranged from May 28 to October 7. In addition to the 11 2 cases ",,,Arbobulletin_2024_32.pdf,True,low,primary_or_authoritative,[],[],,official_public_health_agency,West Nile virus California August 2024 human cases neuroinvasive deaths county surveillance,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_b9348b953aaa,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov/download?download_id=5072,False,False,True,False,possibly_relevant,not_assessed,Arbobulletin_2024_32.pdf,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
