apply_decision,decided_at,decision_id,decision_type,evidence_quote,issue_category,notes,priority_level,reason,review_id,reviewer_id,short_title,source_url,target_ids,target_type
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_claim_corroboration_conflict_corr_event_001,needs_more_evidence,Comparable public-health claims conflict and require review.,conflicting_claims_review,Which claim should be treated as comparable evidence after review?,P0_critical,Review required: conflicting_claims_review,review_claim_corroboration_conflict_corr_event_001,REPLACE_WITH_REVIEWER_ID,conflicting claims review - review_claim_corroboration_conflict_corr_event_001 - Brazil Tries New Vaccine As 'Exponential' Rise In Dengue...,https://healthpolicy-watch.news/brazil-tries-new-vaccine-as-exponential-rise-in-dengue-cases-plagues-the-americas,claim_rec_src_search_5fd7d33501e8_001_cases_suspected; claim_rec_src_search_5fd7d33501e8_001_deaths; claim_rec_src_search_5fd7d33501e8_003_observation; claim_rec_src_search_6dae7aeadbda_002_deaths; claim_rec_src_search_df7c57966665_001_cases_unspecified; claim_rec_src_search_5fd7d33501e8_002_cases_unspecified; claim_rec_src_search_6dae7aeadbda_001_cases_probable; claim_rec_src_search_6dae7aeadbda_003_cases_unspecified; src_search_df7c57966665; src_search_5fd7d33501e8; src_search_6dae7aeadbda; corr_event_001,claim
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_009,accept_as_is,"Monit oramento dos casos de dengue até a Semana # Epidemiológica 52 de 2024 no Distrito Federal ## Apresentação Este Boletim Epidemiológico é produzido semanalmente pela Gerência de Vigilância das Doenças Transmissíveis (GVDT), da Diretoria de Vigilância E pidemiológica (DIVEP), da Subsecretaria de Vigilância à Saúde (SVS), da Secretaria de Estado de Saúde do Distrito Federal (SES -DF) – GVDT/DIVEP/SVS/SES - DF. As informações sobre dengue apresentadas neste Boletim são referentes às notificações no Distrito Fe deral (DF), ocorridas no ano de 2023 e até Semana Epidemiológica (SE) 51 de 2024 (31/12/2023 a 28/12 /2024 ), disponíveis no Sistema de Informação de Agravos de Notificação - SINAN Online. Todos os dados deste Boletim são parciais e provisórios, sujeitos à a lteração , podendo oc...",possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_009,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_009 - [PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,rec_src_search_9baddae323c5_004; event_009,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_010,accept_as_is,"Monit oramento dos casos de dengue até a Semana # Epidemiológica 52 de 2024 no Distrito Federal ## Apresentação Este Boletim Epidemiológico é produzido semanalmente pela Gerência de Vigilância das Doenças Transmissíveis (GVDT), da Diretoria de Vigilância E pidemiológica (DIVEP), da Subsecretaria de Vigilância à Saúde (SVS), da Secretaria de Estado de Saúde do Distrito Federal (SES -DF) – GVDT/DIVEP/SVS/SES - DF. As informações sobre dengue apresentadas neste Boletim são referentes às notificações no Distrito Fe deral (DF), ocorridas no ano de 2023 e até Semana Epidemiológica (SE) 51 de 2024 (31/12/2023 a 28/12 /2024 ), disponíveis no Sistema de Informação de Agravos de Notificação - SINAN Online. Todos os dados deste Boletim são parciais e provisórios, sujeitos à a lteração , podendo oc...",possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_010,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_010 - [PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,rec_src_search_9baddae323c5_001; rec_src_search_9baddae323c5_002; event_010,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_011,accept_as_is,"Monit oramento dos casos de dengue até a Semana # Epidemiológica 52 de 2024 no Distrito Federal ## Apresentação Este Boletim Epidemiológico é produzido semanalmente pela Gerência de Vigilância das Doenças Transmissíveis (GVDT), da Diretoria de Vigilância E pidemiológica (DIVEP), da Subsecretaria de Vigilância à Saúde (SVS), da Secretaria de Estado de Saúde do Distrito Federal (SES -DF) – GVDT/DIVEP/SVS/SES - DF. As informações sobre dengue apresentadas neste Boletim são referentes às notificações no Distrito Fe deral (DF), ocorridas no ano de 2023 e até Semana Epidemiológica (SE) 51 de 2024 (31/12/2023 a 28/12 /2024 ), disponíveis no Sistema de Informação de Agravos de Notificação - SINAN Online. Todos os dados deste Boletim são parciais e provisórios, sujeitos à a lteração , podendo oc...",possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_011,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_011 - [PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,rec_src_search_9baddae323c5_003; event_011,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_013,accept_anomaly,"![](https://www.scielo.br/media/images/rsbmt_logo.png) # Open-access The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Control ![Open-access](https://ds.scielo.org/img/logo-open-access.svg) ## ABSTRACT In this review, we discuss dengue surveillance, prevention, and control measures in Brazil. Data on dengue epidemics between 2000 and 2024 indicates an increase in the number of dengue cases and deaths. Global climate change is a key driver of this growth. Over the past 25 years, nearly 18 million Brazilians have been infected with the dengue virus, and the highest number of dengue cases in Brazil's history is projected to reach 2024. Dengue mortality in Brazil increased geographically over time. As of June, there were approximately 6 million probable cases and 4,000 c...",validation_conflict_review,"What decision, if any, should a human reviewer record?",P0_critical,Review required: validation_conflict_review,review_anomaly_anom_013,REPLACE_WITH_REVIEWER_ID,"validation conflict review - review_anomaly_anom_013 - Brasil - The greatest Dengue epidemic in Brazil: Surveillance, Prevention, and Con...",https://www.scielo.br/j/rsbmt/a/gTT8ZZVR8g4Xx9xQPyp4GBz?format=html&lang=en,src_search_6dae7aeadbda; event_004; anom_013; val_result_022,anomaly
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_014,accept_anomaly,"Monit oramento dos casos de dengue até a Semana # Epidemiológica 52 de 2024 no Distrito Federal ## Apresentação Este Boletim Epidemiológico é produzido semanalmente pela Gerência de Vigilância das Doenças Transmissíveis (GVDT), da Diretoria de Vigilância E pidemiológica (DIVEP), da Subsecretaria de Vigilância à Saúde (SVS), da Secretaria de Estado de Saúde do Distrito Federal (SES -DF) – GVDT/DIVEP/SVS/SES - DF. As informações sobre dengue apresentadas neste Boletim são referentes às notificações no Distrito Fe deral (DF), ocorridas no ano de 2023 e até Semana Epidemiológica (SE) 51 de 2024 (31/12/2023 a 28/12 /2024 ), disponíveis no Sistema de Informação de Agravos de Notificação - SINAN Online. Todos os dados deste Boletim são parciais e provisórios, sujeitos à a lteração , podendo oc...",validation_conflict_review,"What decision, if any, should a human reviewer record?",P0_critical,Review required: validation_conflict_review,review_anomaly_anom_014,REPLACE_WITH_REVIEWER_ID,validation conflict review - review_anomaly_anom_014 - [PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,src_search_9baddae323c5; event_010; anom_014; val_result_029,anomaly
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_007,accept_anomaly,"![](https://www.apm.org.br/wp-content/uploads/logo-apm-95-anos.png) ##### Pesquisa # Ministério da Saúde divulga novos dados da dengue e demais arboviroses Boletim Epidemiológico demonstra que impactos do El Niño contribuíram para alta no número de casos ![](https://www.apm.org.br/wp-content/uploads/aedes-3.jpg) A nova publicação do [Boletim Epidemiológico](https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2024/boletim-epidemiologico-volume-55-no-11.pdf/view) da Secretaria de Vigilância em Saúde e Ambiente – órgão parte do Ministério da Saúde – traz informações sobre os casos de dengue, Chikungunya e Zika registrados entre 2023 e 2024. Segundo o documento, os impactos climáticos ocasionados pelo El Niño contribuíram para o aumento no número...",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P0_critical,Review required: claim_corroboration_review,review_anomaly_anom_007,REPLACE_WITH_REVIEWER_ID,claim corroboration review - review_anomaly_anom_007 - Ministério da Saúde divulga novos dados da dengue e demais arboviroses - APM,https://www.apm.org.br/ministerio-da-saude-divulga-novos-dados-da-dengue-e-demais-arboviroses,src_search_5fd7d33501e8; event_005; anom_007; val_result_003,anomaly
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_008,accept_anomaly,"Monit oramento dos casos de dengue até a Semana # Epidemiológica 52 de 2024 no Distrito Federal ## Apresentação Este Boletim Epidemiológico é produzido semanalmente pela Gerência de Vigilância das Doenças Transmissíveis (GVDT), da Diretoria de Vigilância E pidemiológica (DIVEP), da Subsecretaria de Vigilância à Saúde (SVS), da Secretaria de Estado de Saúde do Distrito Federal (SES -DF) – GVDT/DIVEP/SVS/SES - DF. As informações sobre dengue apresentadas neste Boletim são referentes às notificações no Distrito Fe deral (DF), ocorridas no ano de 2023 e até Semana Epidemiológica (SE) 51 de 2024 (31/12/2023 a 28/12 /2024 ), disponíveis no Sistema de Informação de Agravos de Notificação - SINAN Online. Todos os dados deste Boletim são parciais e provisórios, sujeitos à a lteração , podendo oc...",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P0_critical,Review required: claim_corroboration_review,review_anomaly_anom_008,REPLACE_WITH_REVIEWER_ID,claim corroboration review - review_anomaly_anom_008 - [PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,src_search_9baddae323c5; event_009; anom_008; val_result_009,anomaly
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_009,accept_anomaly,"INFORME EPIDEMIOLÓGICO DENGUE, CHIKUNGUNYA E ZIKA NÚCLEO HOSPITALAR DE EPIDEMIOLOGIA/HNSC-HCC 1 INTRODUÇÃO A Dengue, Chikungunya e Zika são arboviroses urbanas transmitidas pelo mosquito Aedes aegypti. A dengue é a arbovirose com maior relevância pela possibilidade de causar surtos, podendo acometer muitos indivíduos e criar uma grande demanda de atendimentos nos serviços de saúde. No Rio Grande do Sul até 03/07/2025 foram notificados 117.678 casos suspeitos de dengue, 35.143 foram confirmados (28.905 autóctones, 27.511 em investigação). Houve 44 óbitos por dengue no estado. Em Porto Alegre, até a semana epidemiológica 26 (29/12/2024 a 28/06/2025), foram notificados 54.473 casos suspeitos de dengue, 15.999 foram confirmados. Houve 20 óbitos por dengue. DEFINIÇÃO DE CASO DENGUE Indivíduo...",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P0_critical,Review required: claim_corroboration_review,review_anomaly_anom_009,REPLACE_WITH_REVIEWER_ID,"claim corroboration review - review_anomaly_anom_009 - [PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",https://www.ghc.com.br/files/DENGUE_SE26.pdf,src_search_2eb1c67db46f; event_013; anom_009; val_result_010,anomaly
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_010,accept_anomaly,"![Health Policy Watch](https://i0.wp.com/healthpolicy-watch.news/wp-content/uploads/2020/08/HPW-Logo-Full.png?fit=1099%2C206&ssl=1) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-twitter.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-facebook.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-twitter.svg) ![](https://healthpolicy-watch.news/wp-content/themes/hpw2018/images/header-facebook.svg) ### Share this: ![Checking for standing water](https://healthpolicy-watch.news/wp-content/uploads/2024/02/Dengue-PAHO-1024x683.webp) In 2023, the Americas saw the highest recorded number of dengue cases of all time, with a total of 4,565,911 cases and 2,340 deaths, said the Pan American Health Organization...",claim_corroboration_review,"Is the claim independently corroborated, conflicting, or only single-source evidence?",P0_critical,Review required: claim_corroboration_review,review_anomaly_anom_010,REPLACE_WITH_REVIEWER_ID,claim corroboration review - review_anomaly_anom_010 - Brazil Tries New Vaccine As 'Exponential' Rise In Dengue Cases Plagues The America...,https://healthpolicy-watch.news/brazil-tries-new-vaccine-as-exponential-rise-in-dengue-cases-plagues-the-americas,src_search_df7c57966665; event_001; anom_010; val_result_014,anomaly
