actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T13:52:23+00:00,official_authority,https://nnph.org/files/phd/communicable-diseases/flu_reports/weekly-reports/Historic_data/2024-25/Week%2010%202024-2025.pdf,context_only,,,live_search_result,not_assessed,nnph.org,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,[],[],,official_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_context_only,fetch_for_context,context,tavily,Tavily,4,Tavily,,src_search_7813d28aa66e,direct_target_official_fast_path_skips_source_identity,assessed,domain:nnph_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://nnph.org/files/phd/communicable-diseases/flu_reports/weekly-reports/Historic_data/2024-25/Week%2010%202024-2025.pdf,True,False,False,False,possibly_relevant,not_assessed,Week%2010%202024-2025.pdf,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T13:52:23+00:00,official_authority,https://familiesfightingflu.org/2024-2025-pediatric-flu-deaths-surpass-previous-record,primary_case_claim_support,,,live_search_result,not_assessed,familiesfightingflu.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""![horizontal-f-02](https://familiesfightingflu.org/wp-content/uploads/2024/09/horizontal-f-02.png.webp \""horizontal-f-02\"")\n\n##### Speak Up for Your Health: A Conversation with Youth Vaccine Advocates\n\n# 2024-2025 PEDIATRI""]","![horizontal-f-02](https://familiesfightingflu.org/wp-content/uploads/2024/09/horizontal-f-02.png.webp ""horizontal-f-02"")

##### Speak Up for Your Health: A Conversation with Youth Vaccine Advocates

# 2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS RECORD

*Updated reporting from the CDC pushed number of deaths to 289, exceeding 2009-2010 flu season.*

On the same day that the Department of Health and Human Services  announced that multiple vaccines, including the influenza vaccine would now have a downgraded recommendation, the Centers for Disease Control and Prevention’s own data shows that",Centers for Disease Control and Prevention,,2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,True,high,primary_or_authoritative,"[""clean_text""]","[""![horizontal-f-02](https://familiesfightingflu.org/wp-content/uploads/2024/09/horizontal-f-02.png.webp \""horizontal-f-02\"")\n\n##### Speak Up for Your Health: A Conversation with Youth Vaccine Advocates\n\n# 2024-2025 PEDIATRI""]",page_metadata_or_text,official_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_0961e68dbcab,direct_target_official_fast_path_skips_source_identity,assessed,domain:familiesfightingflu_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://familiesfightingflu.org/2024-2025-pediatric-flu-deaths-surpass-previous-record,False,False,True,False,possibly_relevant,not_assessed,2024-2025 PEDIATRIC FLU DEATHS SURPASS PREVIOUS ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T13:52:23+00:00,social_media,https://www.facebook.com/AmerAcadPeds/posts/a-new-cdc-report-reveals-that-pediatric-flu-deaths-in-the-2024-25-season-tied-a-/1287726810055543,insufficient_information,,,live_search_result,not_assessed,facebook.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,social,[],[],,social_media,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,6,Tavily,,src_search_d3ca7a363124,direct_target_official_fast_path_skips_source_identity,assessed,domain:facebook_com,,low,high,"[""domain""]",social_media,,[],https://www.facebook.com/AmerAcadPeds/posts/a-new-cdc-report-reveals-that-pediatric-flu-deaths-in-the-2024-25-season-tied-a-/1287726810055543,True,False,False,False,possibly_relevant,not_assessed,A new CDC report reveals... - American Academy of Pediatrics,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T13:52:23+00:00,official_authority,https://www.cdc.gov/fluview/surveillance/2025-week-51.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,national_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_7edb5942f160,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/fluview/surveillance/2025-week-51.html,False,False,True,False,possibly_relevant,not_assessed,"Weekly US Influenza Surveillance Report: Key Updates for Week 51, ending December 20, 2025",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T13:52:23+00:00,official_authority,https://www.cdc.gov/fluview/overview/influenza-hospitalization-surveillance.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,national_public_health_agency,CDC influenza 2024-2025 season activity summary October 2024 FluSurv-NET hospitalization pediatric mortality week 40,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_5e5db7631a59,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/fluview/overview/influenza-hospitalization-surveillance.html,False,False,True,False,possibly_relevant,not_assessed,Influenza Hospitalization Surveillance Network (FluSurv-NET) | FluView | CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
World Health Organization,high,world_health_organization,,2026-06-25T13:52:23+00:00,official_authority,https://cdn.who.int/media/docs/default-source/influenza/influenza-updates/2024/2024_03_04_surveillance_update_466.pdf?sfvrsn=249c8289_1&download=true,primary_case_claim_support,,,live_search_result,not_assessed,cdn.who.int,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_613efa2a9beb,direct_target_official_fast_path_skips_source_identity,assessed,publisher:world_health_organization,World Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://cdn.who.int/media/docs/default-source/influenza/influenza-updates/2024/2024_03_04_surveillance_update_466.pdf?sfvrsn=249c8289_1&download=true,False,False,True,False,possibly_relevant,not_assessed,Influenza Update N° 466,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Pan American Health Organization,high,pan_american_health_organization,,2026-06-25T13:52:23+00:00,official_authority,https://www.paho.org/en/events/current-seasonal-influenza-situation-and-public-health-recommendations-americas,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_5295f90ea0dd,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/en/events/current-seasonal-influenza-situation-and-public-health-recommendations-americas,False,False,True,False,possibly_relevant,not_assessed,Current Seasonal Influenza Situation and Public Health Recommendations in the Americas - PAHO/WHO | Pan American Health Organization,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
globalhealthreports.health.ny.gov,high,globalhealthreports_health_ny_gov,,2026-06-25T13:52:23+00:00,official_authority,https://globalhealthreports.health.ny.gov/sites/default/files/2025-02/Global%20Health%20Update%202.13.25%20-%20Final.pdf,primary_case_claim_support,,,live_search_result,not_assessed,globalhealthreports.health.ny.gov,[],not_assessed,medium,subnational,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,state_or_local_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_41068fc0d551,direct_target_official_fast_path_skips_source_identity,assessed,publisher:globalhealthreports_health_ny_gov,globalhealthreports.health.ny.gov,high,high,"[""domain""]",state_or_local_public_health_agency,,[],https://globalhealthreports.health.ny.gov/sites/default/files/2025-02/Global%20Health%20Update%202.13.25%20-%20Final.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Contents Dengue Region of the Americas – PAHO Issues ...,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T13:52:23+00:00,official_authority,https://www.ecdc.europa.eu/sites/default/files/documents/communicable-disease-threats-report-week-40-2024.pdf,primary_case_claim_support,,,live_search_result,not_assessed,ecdc.europa.eu,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""2024-WCP-0051 Draft.docx - ECDC""]","European Centre for Disease Prevention and Control, Solna, Sweden www.ecdc.europa.eu Week 40, 28 September − 4 October 2024 This week’s topics 1. Marburg virus disease (MVD) - Rwanda - 2024 2. Mpox due to monkeypox virus clade I and II – Global outbreak – 2024 3. Avian influenza A(H5N1) human cases – United States – 2024 4. Overview of respiratory virus epidemiology in the EU/EEA - weekly monitoring 5. Seasonal surveillance of West Nile virus infections – 2024 6. Locally acquired dengue in 2024 in mainland France 7. Locally acquired dengue infection in Italy – 2024 8. SARS-CoV-2 variant classi",Centers for Disease Control and Prevention,,2024-WCP-0051 Draft.docx - ECDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""2024-WCP-0051 Draft.docx - ECDC""]",page_metadata_or_text,international_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_e29cb3240509,direct_target_official_fast_path_skips_source_identity,assessed,publisher:european_centre_for_disease_prevention_and_control,European Centre for Disease Prevention and Control,high,high,"[""domain""]",international_public_health_agency,,[],https://www.ecdc.europa.eu/sites/default/files/documents/communicable-disease-threats-report-week-40-2024.pdf,False,False,True,False,possibly_relevant,not_assessed,2024-WCP-0051 Draft.docx - ECDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Pan American Health Organization,high,pan_american_health_organization,,2026-06-25T13:52:23+00:00,official_authority,https://www.paho.org/en/documents/regional-update-influenza-and-other-respiratory-viruses-epidemiological-week-40-10,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_275b134ca50b,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/en/documents/regional-update-influenza-and-other-respiratory-viruses-epidemiological-week-40-10,False,False,True,False,possibly_relevant,not_assessed,"Regional Update, Influenza and Other Respiratory Viruses. Epidemiological Week 40 (10 October 2025) - PAHO/WHO | Pan American Health Organization",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Pan American Health Organization,high,pan_american_health_organization,,2026-06-25T13:52:23+00:00,official_authority,https://www.paho.org/en/influenza-situation-report,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],,,,,False,,primary_or_authoritative,"[""domain""]",[],domain,international_public_health_agency,WHO PAHO global influenza update week 40 2024 United States Americas surveillance epidemiological,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_79e3303d15e2,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/en/influenza-situation-report,False,False,True,False,possibly_relevant,not_assessed,"Influenza, SARS-CoV-2, RSV and other Respiratory Viruses Regional Situation - PAHO/WHO | Pan American Health Organization",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
