apply_decision,decided_at,decision_id,decision_type,evidence_quote,issue_category,notes,priority_level,reason,review_id,reviewer_id,short_title,source_url,target_ids,target_type
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_claim_corroboration_conflict_corr_event_001,needs_more_evidence,Comparable public-health claims conflict and require review.,conflicting_claims_review,Which claim should be treated as comparable evidence after review?,P0_critical,Review required: conflicting_claims_review,review_claim_corroboration_conflict_corr_event_001,REPLACE_WITH_REVIEWER_ID,conflicting claims review - review_claim_corroboration_conflict_corr_event_001 - NYC Legionnaires Outbreak 6 Deaths 112 Cases - Powers He...,https://www.powershealth.org/about-us/newsroom/health-library/2025/08/25/nyc-legionnaires-outbreak-6-deaths-112-cases,claim_rec_src_search_9d8411eba09d_003_hospitalizations; claim_rec_src_search_9d8411eba09d_005_hospitalizations; claim_rec_src_search_b74bccc017c5_004_hospitalizations; claim_rec_src_search_c72bcb75c75a_001_cases_unspecified; claim_rec_src_search_c72bcb75c75a_001_deaths; claim_rec_src_search_c72bcb75c75a_002_deaths; claim_rec_src_search_fd4c39b5e976_001_cases_confirmed; claim_rec_src_search_fd4c39b5e976_002_deaths; claim_rec_src_search_9d8411eba09d_001_cases_unspecified; claim_rec_src_search_9d8411eba09d_001_deaths; claim_rec_src_search_9d8411eba09d_002_deaths; claim_rec_src_search_9d8411eba09d_003_cases_confirmed; claim_rec_src_search_9d8411eba09d_003_deaths; claim_rec_src_search_9d8411eba09d_004_deaths; claim_rec_src_search_f72980cd3634_001_cases_unspecified; claim_rec_src_search_f72980cd3634_001_deaths; claim_rec_src_search_f72980cd3634_002_deaths; claim_rec_src_search_b74bccc017c5_004_cases_confirmed; claim_rec_src_search_b74bccc017c5_004_deaths; src_search_9d8411eba09d; src_search_f72980cd3634; src_search_b74bccc017c5; src_search_c72bcb75c75a; src_search_fd4c39b5e976; corr_event_001,claim
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_claim_corroboration_conflict_corr_event_002,needs_more_evidence,Comparable public-health claims conflict and require review.,conflicting_claims_review,Which claim should be treated as comparable evidence after review?,P0_critical,Review required: conflicting_claims_review,review_claim_corroboration_conflict_corr_event_002,REPLACE_WITH_REVIEWER_ID,"conflicting claims review - review_claim_corroboration_conflict_corr_event_002 - Three Deaths, 67 People in NYC Diagnosed With Legionnair...",https://www.infectiousdiseaseadvisor.com/news/three-deaths-67-people-in-nyc-diagnosed-with-legionnaires-disease,claim_rec_src_search_5b7e6dfb326c_001_observation; claim_rec_src_search_5b7e6dfb326c_002_observation; claim_rec_src_search_a9306f6e1687_001_observation; claim_rec_src_search_ee3c4e1dc1cd_001_cases_unspecified; claim_rec_src_search_ee3c4e1dc1cd_002_deaths; claim_rec_src_search_743df961a25b_001_cases_unspecified; claim_rec_src_search_743df961a25b_001_deaths; claim_rec_src_search_743df961a25b_002_deaths; claim_rec_src_search_b74bccc017c5_001_cases_confirmed; claim_rec_src_search_b74bccc017c5_002_deaths; claim_rec_src_search_b74bccc017c5_003_hospitalizations; claim_rec_src_search_f0add2a7316b_001_cases_confirmed; claim_rec_src_search_5b7e6dfb326c_003_cases_unspecified; claim_rec_src_search_f0add2a7316b_002_deaths; claim_rec_src_search_5b7e6dfb326c_003_deaths; claim_rec_src_search_5b7e6dfb326c_003_hospitalizations; src_search_ee3c4e1dc1cd; src_search_5b7e6dfb326c; src_search_743df961a25b; src_search_b74bccc017c5; src_search_f0add2a7316b; src_search_a9306f6e1687; corr_event_002,claim
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_claim_corroboration_conflict_corr_event_004,needs_more_evidence,Comparable public-health claims conflict and require review.,conflicting_claims_review,Which claim should be treated as comparable evidence after review?,P0_critical,Review required: conflicting_claims_review,review_claim_corroboration_conflict_corr_event_004,REPLACE_WITH_REVIEWER_ID,conflicting claims review - review_claim_corroboration_conflict_corr_event_004 - Legionnaires’ outbreak kills five and infects over 100 i...,https://www.bmj.com/content/390/bmj.r1785,claim_rec_src_search_72af26a33522_001_deaths; claim_rec_src_search_72af26a33522_002_deaths; claim_rec_src_search_72af26a33522_001_cases_unspecified; claim_rec_src_search_72af26a33522_003_hospitalizations; claim_rec_src_search_b8ca758c1979_001_cases_confirmed; claim_rec_src_search_b8ca758c1979_001_hospitalizations; src_search_72af26a33522; src_search_b8ca758c1979; corr_event_004,claim
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_001,accept_as_is,"### On August 26, the DOH reported more than 113 confirmed cases of the disease, with six deaths and seven people currently hospitalized",possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_001,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_001 - 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Publ...,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,rec_src_search_b74bccc017c5_001; rec_src_search_b74bccc017c5_002; event_001,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_002,accept_as_is,"### On August 26, the DOH reported more than 113 confirmed cases of the disease, with six deaths and seven people currently hospitalized",possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_002,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_002 - 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Publ...,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,rec_src_search_b74bccc017c5_003; event_002,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_016,accept_as_is,3. Legionnaires’ outbreak kills five and infects over 100 in New York,possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_016,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_016 - Legionnaires’ outbreak kills five and infects over 100 in New York,https://www.bmj.com/content/390/bmj.r1785,rec_src_search_72af26a33522_001; rec_src_search_72af26a33522_002; event_016,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_017,accept_as_is,The health department told _The BMJ_ that as of 20 August 14 people remained in hospital but that no new cases or deaths had been reported. The department has sampled and …,possible_primary_case_evidence,Is this a task-compatible primary case observation or only context/secondary evidence?,P0_critical,Review required: possible_primary_case_evidence,review_duplicate_event_017,REPLACE_WITH_REVIEWER_ID,possible primary case evidence - review_duplicate_event_017 - Legionnaires’ outbreak kills five and infects over 100 in New York,https://www.bmj.com/content/390/bmj.r1785,rec_src_search_72af26a33522_003; event_017,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_anomaly_anom_014,accept_anomaly,"![NYC](/assets/home/images/global/nyc_white.png) ![](/assets/home/images/global/upper-header-divider.gif) ![](/assets/home/images/global/upper-header-divider.gif) ![NYC Health](/assets/doh/images/content/header/logo.png) ![Language](/assets/home/images/global/language.gif) ## Promoting and Protecting the City's Health ![Print icon](/assets/home/images/global/print.png) # New York City Health Department Provides Update on Legionnaires' Disease Community Cluster in Central Harlem *Twenty-two New Yorkers with Legionnaires’ Disease have been identified as part of the cluster, one death has occurred* People who have been in the affected area since late July with flu-like symptoms, fever, cough, or difficulty breathing should seek immediate medical attention **July 30, 2025 —**The New York Ci...",validation_conflict_review,"What decision, if any, should a human reviewer record?",P0_critical,Review required: validation_conflict_review,review_anomaly_anom_014,REPLACE_WITH_REVIEWER_ID,validation conflict review - review_anomaly_anom_014 - NYC Health Department Provides Update on Legionnaires' Disease Community Cluster i...,https://www.nyc.gov/site/doh/about/press/pr2025/nyc-health-provides-update-on-legionnaires-cluster.page,src_search_fd4c39b5e976; event_011; anom_014; val_result_044,anomaly
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_003,accept_as_is,"[Skip to Main Content](#mainContent) * [Home](https://www.powershealth.org/) * [About Us](https://www.powershealth.org/about-us) * [Newsroom](https://www.powershealth.org/about-us/newsroom) * [Health Library](https://www.powershealth.org/about-us/newsroom/health-library) * News Article [Doctors](https://www.powershealth.org/find-a-doctor) [Locations](https://www.powershealth.org/locations) Share # NYC Legionnaires' Outbreak: 6 Deaths, 112 Cases News Article 8/25/2025 ![](/-/media/images/import/health day/image_olb9cd4q.ashx?h=801&w=1200&la=en&hash=F312C283006554B0695AA731A91301EE) Adobe Stock MONDAY, Aug. 25, 2025 (HealthDay News) — New York City health officials confirmed a sixth death linked to a Legionnaires’ disease outbreak in Harlem where 112 people have now been diagnosed. The la...",validation_conflict_review,"What decision, if any, should a human reviewer record?",P0_critical,Review required: validation_conflict_review,review_duplicate_event_003,REPLACE_WITH_REVIEWER_ID,validation conflict review - review_duplicate_event_003 - NYC Legionnaires Outbreak 6 Deaths 112 Cases - Powers Health,https://www.powershealth.org/about-us/newsroom/health-library/2025/08/25/nyc-legionnaires-outbreak-6-deaths-112-cases,rec_src_search_9d8411eba09d_003; rec_src_search_9d8411eba09d_004; rec_src_search_9d8411eba09d_005; event_003,record
False,REPLACE_WITH_ISO_TIMESTAMP,prefill_review_duplicate_event_004,accept_as_is,"![NYC](/assets/home/images/global/nyc_white.png) ![](/assets/home/images/global/upper-header-divider.gif) ![](/assets/home/images/global/upper-header-divider.gif) ![NYC Health](/assets/doh/images/content/header/logo.png) ![Language](/assets/home/images/global/language.gif) ## Promoting and Protecting the City's Health ![Print icon](/assets/home/images/global/print.png) # New York City Health Department Investigating a Community Cluster of Legionnaires' Disease in Central Harlem Neighborhood *Legionnaires’ disease is not contagious and is treatable when caught early* Adults who have been in the affected area since late July with flu-like symptoms, fever, cough, or difficulty breathing should seek immediate medical attention **July 25, 2025 —** Today, the New York City Health Department (...",validation_conflict_review,"What decision, if any, should a human reviewer record?",P0_critical,Review required: validation_conflict_review,review_duplicate_event_004,REPLACE_WITH_REVIEWER_ID,validation conflict review - review_duplicate_event_004 - NYC Health Department Investigating a Community Cluster of Legionnaires' Diseas...,https://www.nyc.gov/site/doh/about/press/pr2025/nyc-health-investigating-legionnaires-disease-in-harlem.page,rec_src_search_c72bcb75c75a_001; rec_src_search_c72bcb75c75a_002; event_004,record
