actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:18:06+00:00,academic_source,https://www.cidrap.umn.edu/measles/cdc-confirms-23-more-us-measles-cases-2025-total-tops-1500,insufficient_information,,,live_search_result,not_assessed,cidrap.umn.edu,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP""]","# CDC confirms 23 more US measles cases as 2025 total tops 1,500

News brief

[Stephanie Soucheray, MA](/stephanie-soucheray-ma)

[Copied to clipboard](# ""Copy link"")

![measles](/sites/default/files/measleschild%20(5).jpg) 

LeventKonuk/ iStock

 

In its weekly [measles update](https://www.cdc.gov/measles/data-research/index.html), the Centers for Disease Control and Prevention (CDC) said there are now 1,514 confirmed measles cases in the United States reported this year, with 23 new cases reported in the past week. 

Eighty-six percent of the cases have been part of 40 outbreaks reported to",Centers for Disease Control and Prevention,,"CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP",True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP""]",page_metadata_or_text,academic_or_peer_reviewed_source,CDC measles cases United States 2025 outbreak surveillance confirmed,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,1,Tavily,,src_search_d1d6036be2f6,direct_target_official_fast_path_skips_source_identity,assessed,publisher:cidrap,CIDRAP,high,high,"[""domain""]",academic_or_peer_reviewed_source,,[],https://www.cidrap.umn.edu/measles/cdc-confirms-23-more-us-measles-cases-2025-total-tops-1500,False,False,False,False,possibly_relevant,not_assessed,"CDC confirms 23 more US measles cases as 2025 total tops 1,500 | CIDRAP",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:18:06+00:00,official_authority,https://www.cdc.gov/han/php/notices/han00522.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)\n![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)\n\nA **.gov** website belongs to an official government organization in the United States.\n\n![](/TemplatePackage/5.""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)
![Centers for Disease Control and Prevention. CDC twent",Centers for Disease Control and Prevention,,Expanding Measles Outbreak in the United States and Guidance for ...,True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)\n![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)\n\nA **.gov** website belongs to an official government organization in the United States.\n\n![](/TemplatePackage/5.""]",page_metadata_or_text,national_public_health_agency,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_fec37a5bcdfb,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/han/php/notices/han00522.html,False,False,True,False,possibly_relevant,not_assessed,Expanding Measles Outbreak in the United States and Guidance for ...,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:18:06+00:00,official_authority,https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]","![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)
![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)

**Official websites use .gov**

A .gov website belongs to an official government organization in the United States.

![](/TemplatePackage/4.0/assets/imgs/uswds/icon-https.svg)

**Secure .gov websites use HTTPS**

A lock (  ) or https:// means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-notext.svg)
![CDC Logo](/TemplatePackage/4.0/assets/imgs/logo/logo-no",Centers for Disease Control and Prevention,,"Measles Update — United States, January 1–April 17, 2025 | MMWR",True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""![](/TemplatePackage/4.0/assets/imgs/uswds/us_flag_small.png)\n![](/TemplatePackage/4.0/assets/imgs/uswds/icon-dot-gov.svg)\n\n**Official websites use .gov**\n\nA .gov website belongs to an official government organization in""]",page_metadata_or_text,national_public_health_agency,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_3109afb35d90,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,False,False,True,False,possibly_relevant,not_assessed,"Measles Update — United States, January 1–April 17, 2025 | MMWR",Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:18:06+00:00,official_authority,https://publications.aap.org/redbook/resources/15187/Red-Book-Online-Outbreaks-Measles,primary_case_claim_support,,,live_search_result,not_assessed,publications.aap.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],Just a moment...,,,Just a moment...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_7acdcc881c7b,direct_target_official_fast_path_skips_source_identity,assessed,domain:publications_aap_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://publications.aap.org/redbook/resources/15187/Red-Book-Online-Outbreaks-Measles,False,False,True,False,possibly_relevant,not_assessed,Red Book Online Outbreaks: Measles - AAP Publications,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:18:06+00:00,social_media,https://www.youtube.com/watch?v=oW__IShdZws,insufficient_information,,,live_search_result,not_assessed,youtube.com,[],not_assessed,medium,non_authority,False,False,,,False,source_identity_publisher_credibility_v1,,social_post,[],"Back [![Image 1](https://www.youtube.com/watch?v=oW__IShdZws)](https://www.youtube.com/ ""YouTube Home"")

Skip navigation

 Search 

 Search with your voice 

[](https://www.youtube.com/watch?v=oW__IShdZws)

[Sign in](https://accounts.google.com/ServiceLogin?service=youtube&uilel=3&passive=true&continue=https%3A%2F%2Fwww.youtube.com%2Fsignin%3Faction_handle_signin%3Dtrue%26app%3Ddesktop%26hl%3Den%26next%3Dhttps%253A%252F%252Fwww.youtube.com%252Fwatch%253Fv%253DoW__IShdZws&hl=en&ec=65620)

[![Image 2](https://www.youtube.com/watch?v=oW__IShdZws)](https://www.youtube.com/ ""YouTube Home"")

[](http",,,Clinician Update on Measles Cases and Outbreaks in the United States - Sept 11 2025,True,low,social,[],[],,social_media,CDC measles cases United States 2025 outbreak surveillance confirmed,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,5,Tavily,,src_search_2eb069f08192,direct_target_official_fast_path_skips_source_identity,assessed,domain:youtube_com,,low,high,"[""domain""]",social_media,,[],https://www.youtube.com/watch?v=oW__IShdZws,True,False,False,False,possibly_relevant,not_assessed,Clinician Update on Measles Cases and Outbreaks in the United States - Sept 11 2025,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:18:06+00:00,official_authority,https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,primary_case_claim_support,,,live_search_result,not_assessed,publichealth.jhu.edu,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Skip to main content](https://publichealth.jhu.edu/ivac/resources/us-measles-tracker#main-content)

[![Image 1: International Vaccine Access Center logo](https://publichealth.jhu.edu/sites/default/files/2026-03/3-2026-ivac-blue-horizontal-logo.png)](https://publichealth.jhu.edu/ivac)

*   [Connect With Us](https://publichealth.jhu.edu/ivac/connect-with-us)
*   [Make A Gift](https://www.givecampus.com/campaigns/54912/donations/new)

Search 

*   [Who We Are](https://publichealth.jhu.edu/ivac/about-ivac)
*   [Our Work](https://publichealth.jhu.edu/ivac/projects)
*   [Resources](https://publiche",,,U.S. Measles Tracker | International Vaccine Access Center,True,low,primary_or_authoritative,[],[],,official_public_health_agency,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_7cb311dd75e6,direct_target_official_fast_path_skips_source_identity,assessed,domain:publichealth_jhu_edu,,low,low,"[""source_type""]",official_public_health_agency,,[],https://publichealth.jhu.edu/ivac/resources/us-measles-tracker,False,False,True,False,possibly_relevant,not_assessed,U.S. Measles Tracker | International Vaccine Access Center,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:18:06+00:00,official_authority,https://www.cdc.gov/measles/data-research/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""[Skip directly to site content](https://www.cdc.gov/measles/data-research/index.html#content)[Skip directly to search](https://www.cdc.gov/measles/data-research/index.html#cdc-search__input)[Skip directly to On This Page""]","[Skip directly to site content](https://www.cdc.gov/measles/data-research/index.html#content)[Skip directly to search](https://www.cdc.gov/measles/data-research/index.html#cdc-search__input)[Skip directly to On This Page](https://www.cdc.gov/measles/data-research/index.html#first-on-this-page)

![Image 1](https://www.cdc.gov/TemplatePackage/5.0/img/uswds/us_flag_small.png)An official website of the United States government

[Here's how you know](https://www.cdc.gov/measles/data-research/index.html#gov-notice)

![Image 2](https://www.cdc.gov/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

**Of",Centers for Disease Control and Prevention,,Measles Cases and Outbreaks,True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""[Skip directly to site content](https://www.cdc.gov/measles/data-research/index.html#content)[Skip directly to search](https://www.cdc.gov/measles/data-research/index.html#cdc-search__input)[Skip directly to On This Page""]",page_metadata_or_text,national_public_health_agency,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_283a8bed6a9d,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/measles/data-research/index.html,False,False,True,False,possibly_relevant,not_assessed,Measles Cases and Outbreaks,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T21:18:06+00:00,official_authority,https://www.cdc.gov/global-measles-vaccination/data-research/global-measles-outbreaks/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Global Measles Outbreaks - CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,Global Measles Outbreaks - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Global Measles Outbreaks - CDC""]",page_metadata_or_text,national_public_health_agency,CDC measles cases United States 2025 outbreak surveillance confirmed,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_c912e73d8e7e,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/global-measles-vaccination/data-research/global-measles-outbreaks/index.html,False,False,True,False,possibly_relevant,not_assessed,Global Measles Outbreaks - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T21:18:06+00:00,official_authority,https://libguides.mskcc.org/publichealth/measles2025,primary_case_claim_support,,,live_search_result,not_assessed,libguides.mskcc.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"![MSK Logo](https://library.mskcc.org/themes/custom/msk_radix/build/assets/images/logo.svg)

# Library & Archives

# Public Health: U.S. Measles Outbreak 2025

## Measles Cases 2025

##### Measles Cases in the United States, 2025

###### 

###### **Confirmed Measles Cases**

|  |  |  |  |
| --- | --- | --- | --- |
| **Month** | **State (County/City)** | **Cases** | **Details** |
| **January** | | | |
|  | Rhode Island | [1](https://www.ri.gov/press/view/48669) | Unvaccinated child, international travel |
|  | Alaska (Southern Kenai Peninsula) | [1](https://health.alaska.gov/dph/Epi/Documents/p",,,Public Health: U.S. Measles Outbreak 2025 - MSK Library Guides,True,low,primary_or_authoritative,[],[],,official_public_health_agency,measles outbreak 2025 state health department cases confirmed deaths United States,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_74152a4ae4ab,direct_target_official_fast_path_skips_source_identity,assessed,domain:libguides_mskcc_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://libguides.mskcc.org/publichealth/measles2025,False,False,True,False,possibly_relevant,not_assessed,Public Health: U.S. Measles Outbreak 2025 - MSK Library Guides,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,News or aggregator source may summarize upstream official reporting,2026-06-25T21:18:06+00:00,secondary_aggregator,https://en.wikipedia.org/wiki/2025_Southwest_United_States_measles_outbreak,corroboration_support,,,live_search_result,not_assessed,en.wikipedia.org,[],not_assessed,medium,non_authority,True,True,,,False,source_identity_publisher_credibility_v1,,secondary_report,[],"![](/static/images/icons/enwiki-25.svg)
![Wikipedia](/static/images/mobile/copyright/wikipedia-wordmark-en-25.svg)
![The Free Encyclopedia](/static/images/mobile/copyright/wikipedia-tagline-en-25.svg)

## Contents

# 2025 Southwest United States measles outbreak

| 2025–26 United States measles outbreak | |
| --- | --- |
| Disease | [Measles](/wiki/Measles ""Measles"") |
| Pathogen | *[Measles morbillivirus](/wiki/Measles_morbillivirus ""Measles morbillivirus"")* |
| Location | [United States](/wiki/United_States ""United States"") ([Texas](/wiki/Texas ""Texas""), [New Mexico](/wiki/New_Mexico ""New Me",,,2025 Southwest United States measles outbreak - Wikipedia,True,low,secondary,[],[],,secondary_aggregator,measles outbreak 2025 state health department cases confirmed deaths United States,extract_public_health_observations,fetch_for_extraction,collection_support,tavily,Tavily,2,Tavily,,src_search_14e93bfe3eec,direct_target_official_fast_path_skips_source_identity,assessed,domain:en_wikipedia_org,,low,high,"[""domain""]",secondary_aggregator,,[],https://en.wikipedia.org/wiki/2025_Southwest_United_States_measles_outbreak,False,False,False,False,possibly_relevant,not_assessed,2025 Southwest United States measles outbreak - Wikipedia,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
