anomaly_flags,blocking_flags,dataset_view,final_case_dataset_included,final_dataset_included,final_inclusion_status,human_review_reason,observation_type,original_status,primary_case_dataset_eligible,quality_gate_reasons,quarantine_reason,recommended_reviewer_action,record_id,validation_flags
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record claims the requested subnational geography, but the source/chunk/evidence text does not explicitly support that geography; task geography cannot be inherited into strict final""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_5c954f0581ec_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""outside_geography"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_0d4e7ec87258_001,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",death_record,,True,"[""outside_geography"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_0d4e7ec87258_002,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",death_record,,True,"[""outside_geography;outside_time_window"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_0d4e7ec87258_003,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",unspecified_case_record,,True,"[""insufficient_scope_information;outside_geography"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_0d4e7ec87258_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31""]",record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31,,rec_src_search_ba887a60c89b_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31""]",record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31,,rec_src_search_ba887a60c89b_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,surveillance_summary,,False,"[""record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31""]",record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31,,rec_src_search_ba887a60c89b_003,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review"", ""record event period 2014-01-01 to 2014-12-31 does not overlap requested task window 2024-08-01 to 2024-08-31""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_ba887a60c89b_004,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,unspecified_case_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_14d0fc5d0793_001,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_14d0fc5d0793_002,
,,final_dataset_pre_quality_gate,False,False,quarantined_outside_scope,,death_record,,True,"[""task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review""]","task-window direct_collection final records require exact current-period semantics; season-to-date, cumulative, annual, previous-period, or broader EW-range records are kept as best-available context or human review",,rec_src_search_14d0fc5d0793_003,
,,final_dataset_pre_quality_gate,False,False,pending_human_review,"record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",death_record,,True,"[""record as-of date 2024-07-26 is outside requested task window 2024-08-01 to 2024-08-31"", ""record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review""]","record contains task-compatible public-health data, but the source is not trusted enough for strict final inclusion without human review",,rec_src_search_071605a69e2e_001,
