actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://westnile.ca.gov/download?download_id=5061,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"California Arbovirus Surveillance Bulletin # 29

Week 43 Friday, October 25 , 202 4

# WEEKLY UPDATE 

Human s

West Nile virus 

A total of 9 new human cases of West Nile virus (WNV) disease were reported this week from 4 counties: 

Kern (4), Los Angeles (2), Sacramento (2), and Tulare (1). This is the first WNV positive human case 

from Tulare County this year. In 2024, 98 human cases of WNV disease were reported from 23 

counties. Of the 98 cases, 75 (77%) had neuroinvasive disease and 11 (11 %) were fatal. The median age 

of the case -patients was 59 years and 63 (64%) of the case -pat",,,[PDF] WEEKLY UPDATE - California West Nile Virus,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_a39e4fa28013,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov/download?download_id=5061,False,False,True,False,possibly_relevant,not_assessed,[PDF] WEEKLY UPDATE - California West Nile Virus,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://www.glamosquito.org/west-nile-virus-activity-2024,primary_case_claim_support,,,live_search_result,not_assessed,glamosquito.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"![](https://www.facebook.com/tr?id=448224477118585&ev=PageView&noscript=1)

# Greater Los Angeles County Vector Control District

![Greater Los Angeles County Vector Control District](https://d2blwilx4xw5sk.cloudfront.net/662baf60-5a2d-4432-9847-f8d68d408af1/e1f37310-c2c2-4dca-adfb-25ce7d336394/Logo%20Banner2.png?response-content-disposition=attachment%3B%20filename%3D%22Logo%20Banner2.png%22%3B%20filename%2A%3DUTF-8%27%27Logo%2520Banner2.png&response-content-type=image%2Fpng&Expires=2147483647&Signature=e5Fu2xpSJpfiVDhhXJa1qE5-AcYucir7Id7BbBlf7TRKDl15su2nisyhd9-rhYl9e4JhzwXD4XgdEd73Bis-K2TfLj",,,West Nile Virus Activity 2024,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_5d796f40b9b1,direct_target_official_fast_path_skips_source_identity,assessed,domain:glamosquito_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.glamosquito.org/west-nile-virus-activity-2024,False,False,True,False,possibly_relevant,not_assessed,West Nile Virus Activity 2024,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://westnile.ca.gov/download?download_id=4980,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"California Arbovirus Surveillance Bulletin # 7

Week 21 Friday , May 24 , 202 4

## WEEKLY UPDATE 

Human s

No human infections have been reported in 202 4.

Dead Birds 

No new West Nile virus (WNV) positive dead bird s were reported this week . In 202 4, 15 WNV positive 

dead bird s have been reported from 5 count ies . At this time last year, 10 WNV positive dead bird s

had been reported from 3 count ies. 

Mosquito Pools 

West Nile virus 

A total of 3 new WNV positive mosquito pools were reported from 2 counties: Fresno (1) and 

Riverside (2) . This is the first detection of WNV acti",,,[PDF] WEEKLY UPDATE - California West Nile Virus,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_ccc444806280,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov/download?download_id=4980,False,False,True,False,possibly_relevant,not_assessed,[PDF] WEEKLY UPDATE - California West Nile Virus,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://www.mosquitoes.org/west-nile-virus-wnv-activity,primary_case_claim_support,,,live_search_result,not_assessed,mosquitoes.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"## West Nile virus (WNV) Activity

## Year-to-Date Statistics for 2026

Updated 6/24/2026

### **2026 WNV+ Mosquito Samples**

A sample is a collection of mosquitoes from a mosquito monitoring trap. Positive mosquito samples from routine and randomized trapping provide insight into the spread of West Nile virus.

**So far in 2026, 3 mosquito samples have tested positive for West Nile virus in Alameda County.**

| City | Date of Confirmed Detection | # of WNV+ Mosquito Samples |
| --- | --- | --- |
| Newark | 6/15/2026 | 1 |
|  | 6/16/2026 | 1 |
| Union City | 6/16/2026 | 1 |
|  | Total # of WN",,,West Nile Virus Activity - Alameda County Mosquito Abatement District,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_4f8e542dc010,direct_target_official_fast_path_skips_source_identity,assessed,domain:mosquitoes_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.mosquitoes.org/west-nile-virus-wnv-activity,False,False,True,False,possibly_relevant,not_assessed,West Nile Virus Activity - Alameda County Mosquito Abatement District,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://www.countyofsb.org/1619/West-Nile-Virus-Data,primary_case_claim_support,,,live_search_result,not_assessed,countyofsb.org,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"This website is AudioEye enabled and is being optimized for accessibility. To open the AudioEye Toolbar, press ""shift + ="". Some assistive technologies may require the use of a passthrough function before this keystroke. For more information, activate the button labeled ""Explore your accessibility options"".

[Skip to Main Content](https://www.countyofsb.org/1619/West-Nile-Virus-Data#cc5f8c90dc-b4cb-431b-90ee-10648f8df655)

[![Image 1: Public Health Logo](https://content.civicplus.com/api/assets/e239e245-9791-4aa9-870c-eda674bca6be?cache=1800)](https://www.countyofsb.org/410)

[County HOME](htt",,,West Nile Virus Data,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,5,Tavily,,src_search_c6a2c8c95e83,direct_target_official_fast_path_skips_source_identity,assessed,domain:countyofsb_org,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.countyofsb.org/1619/West-Nile-Virus-Data,False,False,True,False,possibly_relevant,not_assessed,West Nile Virus Data,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://westnile.ca.gov,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"[en Español](spanish.php)

West Nile virus (WNV) is a mosquito-borne virus that causes disease in humans, horses, and birds. WNV spreads to people through the bite of an infected mosquito, and it can make people sick and even cause death. WNV is common in the United States, especially in California, and is a problem that is here to stay. The best way to prevent WNV is to protect yourself from mosquito bites.

**Mosquitoes often get WNV from birds. Dead bird reports are one way of tracking where WNV could be spreading. You can help the California Department of Public Health (CDPH) track WNV in ",,,California West Nile Virus Website: Westnile.ca.gov,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_fc3322f3069f,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov,False,False,True,False,possibly_relevant,not_assessed,California West Nile Virus Website: Westnile.ca.gov,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T19:41:40+00:00,official_authority,https://www.nevadacountyca.gov/CivicAlerts.asp?AID=7775&ARC=10252,primary_case_claim_support,,,live_search_result,not_assessed,nevadacountyca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,[],"[Skip To Main Content](https://www.nevadacountyca.gov/CivicAlerts.asp?AID=7775&ARC=10252#mainSectionTS)

This website is AudioEye enabled and is being optimized for accessibility. To open the AudioEye Toolbar, press ""shift + ="". Some assistive technologies may require the use of a passthrough function before this keystroke. For more information, activate the button labeled ""Explore your accessibility options"".

![Image 1: Loading](https://www.nevadacountyca.gov/Common/images/ajax-loader.gif)
Loading

[Skip to Main Content](https://www.nevadacountyca.gov/CivicAlerts.asp?AID=7775&ARC=10252#conte",,,West Nile Virus Activity in California - Nevada County,True,low,primary_or_authoritative,[],[],,official_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,7,Tavily,,src_search_2e488c45a73e,direct_target_official_fast_path_skips_source_identity,assessed,domain:nevadacountyca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.nevadacountyca.gov/CivicAlerts.asp?AID=7775&ARC=10252,False,False,True,False,possibly_relevant,not_assessed,West Nile Virus Activity in California - Nevada County,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:41:40+00:00,official_authority,https://www.cdc.gov/west-nile-virus/data-maps/current-year-data.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Current Year Data (2026) | West Nile Virus - CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,Current Year Data (2026) | West Nile Virus - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Current Year Data (2026) | West Nile Virus - CDC""]",page_metadata_or_text,national_public_health_agency,California Department of Public Health West Nile virus 2024 cases deaths surveillance report,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,8,Tavily,,src_search_33137ddb1958,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/west-nile-virus/data-maps/current-year-data.html,False,False,True,False,possibly_relevant,not_assessed,Current Year Data (2026) | West Nile Virus - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:41:40+00:00,official_authority,https://westnile.ca.gov/download?download_id=4919,primary_case_claim_support,,,live_search_result,not_assessed,westnile.ca.gov,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Final 202 2 data \n\nArboviral Diseases Branch, CDC Page 1 of 12 \n\n# West Nile virus and other nationally notifiable arboviruses \n\n# Final data reported to ArboNET , United States, 202 2\n\nThese are final 20 22 data reporte""]","Final 202 2 data 

Arboviral Diseases Branch, CDC Page 1 of 12 

# West Nile virus and other nationally notifiable arboviruses 

# Final data reported to ArboNET , United States, 202 2

These are final 20 22 data reported to ArboNET for nationally notifiabl e arboviruses , excluding dengue . Data for 

dengue are released separately by the CDC Dengue Branch. 

## About ArboNET 

ArboNET is a national arboviral surveillance system managed by CDC and state health departments. In addition 

to human disease, ArboNET maintains data on arboviral infections among presumptive viremic blood donors 

(",Centers for Disease Control and Prevention,,[PDF] West Nile Virus Update,True,high,primary_or_authoritative,"[""clean_text""]","[""Final 202 2 data \n\nArboviral Diseases Branch, CDC Page 1 of 12 \n\n# West Nile virus and other nationally notifiable arboviruses \n\n# Final data reported to ArboNET , United States, 202 2\n\nThese are final 20 22 data reporte""]",page_metadata_or_text,official_public_health_agency,CDC West Nile virus 2024 California cases ArboNET surveillance statistics,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,1,Tavily,,src_search_0d3f07c7ed93,direct_target_official_fast_path_skips_source_identity,assessed,domain:westnile_ca_gov,,low,low,"[""source_type""]",official_public_health_agency,,[],https://westnile.ca.gov/download?download_id=4919,False,False,True,False,possibly_relevant,not_assessed,[PDF] West Nile Virus Update,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:41:40+00:00,official_authority,https://www.cdc.gov/west-nile-virus/media/pdfs/2024/08/WestNileVirus-SurveillanceControlGuidelines_508-h.pdf,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""[PDF] West Nile Virus Surveillance and Control Guidelines | CDC""]","West Nile Virus Surveillance and Control Guidelines CS 342983-A For accessible version go to https://www.cdc.gov/west-nile-virus/php/surveillance-and-control-guidelines/index.html. 2 | WNV Surveillance and Control Contents About these Guidelines .
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 3 Epidemiology and Ecology. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 4 Human Disease .. . . . . . . . . . . . . . . . . . . . . . . . . . .",Centers for Disease Control and Prevention,,[PDF] West Nile Virus Surveillance and Control Guidelines | CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""[PDF] West Nile Virus Surveillance and Control Guidelines | CDC""]",page_metadata_or_text,national_public_health_agency,CDC West Nile virus 2024 California cases ArboNET surveillance statistics,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_0a4aa71e9362,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/west-nile-virus/media/pdfs/2024/08/WestNileVirus-SurveillanceControlGuidelines_508-h.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] West Nile Virus Surveillance and Control Guidelines | CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:41:40+00:00,official_authority,https://www.cdc.gov/west-nile-virus/data-maps/historic-data.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Historic Data (1999-2025) | West Nile Virus - CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,Historic Data (1999-2025) | West Nile Virus - CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Historic Data (1999-2025) | West Nile Virus - CDC""]",page_metadata_or_text,national_public_health_agency,CDC West Nile virus 2024 California cases ArboNET surveillance statistics,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,3,Tavily,,src_search_d879ecf59b5b,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/west-nile-virus/data-maps/historic-data.html,False,False,True,False,possibly_relevant,not_assessed,Historic Data (1999-2025) | West Nile Virus - CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:41:40+00:00,official_authority,https://www.cdc.gov/west-nile-virus/data-maps/index.html,primary_case_claim_support,,,live_search_result,not_assessed,cdc.gov,[],not_assessed,medium,national,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""Data and Maps for West Nile | West Nile Virus | CDC""]","![](/TemplatePackage/5.0/img/uswds/us_flag_small.png)
![](/TemplatePackage/5.0/img/uswds/icon-dot-gov.svg)

A **.gov** website belongs to an official government organization in the United States.

![](/TemplatePackage/5.0/img/uswds/icon-https.svg)

A **lock** (  ) or **https://** means you've safely connected to the .gov website. Share sensitive information only on official, secure websites.

![Centers for Disease Control and Prevention. CDC twenty four seven. Saving Lives, Protecting People](/TemplatePackage/5.0/img/logo/logo-notext.svg)

**Related Topics:**

![Centers for Disease Control and",Centers for Disease Control and Prevention,,Data and Maps for West Nile | West Nile Virus | CDC,True,high,primary_or_authoritative,"[""domain"", ""page_title""]","[""Data and Maps for West Nile | West Nile Virus | CDC""]",page_metadata_or_text,national_public_health_agency,CDC West Nile virus 2024 California cases ArboNET surveillance statistics,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,4,Tavily,,src_search_d2d74c964ac6,direct_target_official_fast_path_skips_source_identity,assessed,publisher:centers_for_disease_control_and_prevention,Centers for Disease Control and Prevention,high,high,"[""domain""]",national_public_health_agency,,[],https://www.cdc.gov/west-nile-virus/data-maps/index.html,False,False,True,False,possibly_relevant,not_assessed,Data and Maps for West Nile | West Nile Virus | CDC,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
Centers for Disease Control and Prevention,high,centers_for_disease_control_and_prevention,,2026-06-25T19:41:40+00:00,official_authority,https://www.vdci.net/blog/2024-mosquito-borne-disease-year-in-review,primary_case_claim_support,,,live_search_result,not_assessed,vdci.net,[],not_assessed,medium,official_unspecified,True,False,,,False,source_identity_publisher_credibility_v1,,unknown,"[""[Skip to content](#jupiterx-main)\n\n[![VDCI_LOGO_ARentokilCo_White](https://www.vdci.net/wp-content/uploads/2020/08/VDCI_LOGO_ARentokilCo_White-300x118.png)](https://www.vdci.net/)\n\n**[(800) 413-4445](tel:+1-800-413-4445)""]","[Skip to content](#jupiterx-main)

[![VDCI_LOGO_ARentokilCo_White](https://www.vdci.net/wp-content/uploads/2020/08/VDCI_LOGO_ARentokilCo_White-300x118.png)](https://www.vdci.net/)

**[(800) 413-4445](tel:+1-800-413-4445)**



# 2024 Mosquito-Borne Disease Year In Review

## Exploring the Impact of Mosquito-Borne Diseases In 2024

In 2024, the U.S. was impacted by 27 individual weather and climate disasters—the second most on record, behind 28 disasters in 2023¹.Climate change appears to be increasing the frequency, intensity, and regional impact of hurricanes, storms, and heat waves. These eve",Centers for Disease Control and Prevention,,2024 Mosquito-Borne Disease Year In Review,True,high,primary_or_authoritative,"[""clean_text""]","[""[Skip to content](#jupiterx-main)\n\n[![VDCI_LOGO_ARentokilCo_White](https://www.vdci.net/wp-content/uploads/2020/08/VDCI_LOGO_ARentokilCo_White-300x118.png)](https://www.vdci.net/)\n\n**[(800) 413-4445](tel:+1-800-413-4445)""]",page_metadata_or_text,official_public_health_agency,CDC West Nile virus 2024 California cases ArboNET surveillance statistics,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,6,Tavily,,src_search_99932da268a1,direct_target_official_fast_path_skips_source_identity,assessed,domain:vdci_net,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.vdci.net/blog/2024-mosquito-borne-disease-year-in-review,False,False,True,False,possibly_relevant,not_assessed,2024 Mosquito-Borne Disease Year In Review,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
