actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,needs_more_evidence; defer_decision,2025-08-01-2025-08-31,Legionnaires' disease,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,New York City,P1_high,11,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,claim corroboration review - review_claim_corroboration_review_corr_event_004 - New York City Health Department declares Harlem Legionnai...,New York City Health Department declares Harlem Legionnaires ...,https://abc7ny.com/post/legionnaires-disease-outbreak-nyc-health-department-declares-cluster-harlem-officially/17684717,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_caf9b786a60e_001_cases_unspecified; claim_rec_src_search_caf9b786a60e_001_deaths; claim_rec_src_search_caf9b786a60e_001_hospitalizations; claim_rec_src_search_caf9b786a60e_002_deaths; claim_rec_src_search_caf9b786a60e_003_hospitalizations; claim_rec_src_search_caf9b786a60e_004_hospitalizations; src_search_caf9b786a60e; corr_event_004,claim,Claim-level support is unresolved or depends on a single source.
,needs_more_evidence; defer_decision,2025-08-01-2025-08-31,Legionnaires' disease,Primary case claim has no independent corroborating source.,claim_corroboration_review,claim_corroboration_review,New York City,P1_high,12,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events,claim corroboration review - review_claim_corroboration_review_corr_event_005 - Legionnaires' outbreak kills five and infects over 100 in...,Legionnaires' outbreak kills five and infects over 100 in New York,https://www.bmj.com/content/390/bmj.r1785,review_claim_corroboration,"Is the claim independently corroborated, conflicting, or only single-source evidence?",claim_rec_src_search_72af26a33522_001_cases_unspecified; claim_rec_src_search_72af26a33522_001_deaths; claim_rec_src_search_72af26a33522_002_deaths; claim_rec_src_search_72af26a33522_003_hospitalizations; claim_rec_src_search_72af26a33522_004_cases_unspecified; claim_rec_src_search_72af26a33522_004_deaths; src_search_72af26a33522; corr_event_005,claim,Claim-level support is unresolved or depends on a single source.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,13,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_58e8d27d8c67 - What we learned from NYC's 2015 Legionnaires' outbreak about...,What we learned from NYC's 2015 Legionnaires' outbreak about cooling towers and inspections - Healthbeat,https://www.healthbeat.org/newyork/2025/08/20/legionnaires-disease-outbreak-lessons-learned-inspections,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_58e8d27d8c67,source,Publisher or source identity uncertainty can affect source independence and credibility.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-08-01-2025-08-31,Legionnaires' disease,,source_identity_review,source_credibility,New York City,P1_high,14,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_d7abef8536a2 - NYC legionnaires' outbreak: Officials identify 10 buildings...,"NYC legionnaires' outbreak: Officials identify 10 buildings tied to Harlem outbreak, including hospital; 4th death announced - ABC7 New York",https://abc7ny.com/post/nyc-legionnaires-outbreak-officials-identify-10-buildings-tied-harlem-including-hospital-full-list/17534605,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_d7abef8536a2,source,Publisher or source identity uncertainty can affect source independence and credibility.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,15,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_015 - event_007,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_007; anom_015,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,16,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_016 - event_007,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_007; anom_016,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,17,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_017 - event_009,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_009; anom_017,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,18,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_018 - event_011,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_011; anom_018,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,19,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_019 - event_016,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_016; anom_019,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,20,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_020 - event_017,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_017; anom_020,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,21,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_021 - event_022,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_022; anom_021,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,22,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_022 - event_023,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_023; anom_022,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,23,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_023 - event_026,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_026; anom_023,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_anomaly; dismiss_anomaly; confirm_anomaly; mark_anomaly_resolved; mark_anomaly_needs_more_evidence,2025-08-01-2025-08-31,Legionnaires' disease,,claim_corroboration_review,anomaly,New York City,P1_high,24,human_review_items; record_inclusion_decisions; claims; claim_comparisons; corroborated_events; anomaly_results,claim corroboration review - review_anomaly_anom_024 - event_026,,,review_cluster_canonical_count,"Is the claim independently corroborated, conflicting, or only single-source evidence?",event_026; anom_024,anomaly,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-26,Legionnaires' disease,"### On August 26, the DOH reported more than 113 confirmed cases of the disease, with six deaths and seven people currently hospitalized",claim_corroboration_review,duplicate_event_clustering,New York City,P1_high,25,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_001 - 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public H...,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_b74bccc017c5_001; rec_src_search_b74bccc017c5_002; event_001,record,Claim-level support is unresolved or depends on a single source.
,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-08-26,Legionnaires' disease,"### On August 26, the DOH reported more than 113 confirmed cases of the disease, with six deaths and seven people currently hospitalized",claim_corroboration_review,duplicate_event_clustering,New York City,P1_high,26,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset; claims; claim_comparisons; corroborated_events,claim corroboration review - review_duplicate_event_002 - 2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public H...,2025 Legionnaires’ Disease Community Cluster in New York City: Ongoing Public Health Investigation - Goldberg Segalla,https://www.goldbergsegalla.com/news-and-knowledge/knowledge/2025-legionnaires-disease-community-cluster-in-new-york-city-ongoing-public-health-investigation,"Open claims, claim comparisons, and corroborated events.","Is the claim independently corroborated, conflicting, or only single-source evidence?",rec_src_search_b74bccc017c5_003; event_002,record,Claim-level support is unresolved or depends on a single source.
