anomaly_id,anomaly_status,anomaly_type,anomaly_unit,compared_field,date_or_period,detection_method,disease,event_cluster_id,evidence_summary,expected_or_reference_value,human_review_audit_ids,human_review_reason,location,needs_human_review,observed_value,reason,recommended_action,record_id,review_decision_ids,severity,source_id,source_ids,source_urls,threshold,validation_result_id,warnings
anom_001,open,deaths_without_case_reference,record,deaths,2024-08-31,deterministic_anomaly_detection,West Nile Virus Disease,,"Earlier this week, health officials in Illinois announced the first death in the state from West Nile virus after a Lake County resident in their 80s had an onset of symptoms in mid-August and died soon after.",,[],,Illinois,False,1.0,deaths present but no comparable case count is available,human_review,rec_src_search_0d4e7ec87258_002,[],low,src_search_0d4e7ec87258,"[""src_search_0d4e7ec87258""]","[""https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243""]",,,"[""insufficient_case_reference""]"
anom_002,open,deaths_without_case_reference,record,deaths,2024-08-31,deterministic_anomaly_detection,West Nile Virus Disease,,There were six West Nile virus deaths recorded in Illinois in 2023.,,[],,Illinois,False,6.0,deaths present but no comparable case count is available,human_review,rec_src_search_0d4e7ec87258_003,[],low,src_search_0d4e7ec87258,"[""src_search_0d4e7ec87258""]","[""https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243""]",,,"[""insufficient_case_reference""]"
anom_003,open,abrupt_spike_simple_threshold,record,case_count,2024-08-31,deterministic_anomaly_detection,West Nile Virus Disease,,"| **Human cases (fatal)** | 3 (0) | 791 (32) | 880 (21) | 278 (9) | 382 (22) | 446 (15) | 112 (5) | 112 (6) | 159 (9) | 480 (23) | 387 (19) | 842 (34) | 800 (55) | 461 (21) | 556 (44) | 217 (11) | 225 (6) | 214 (15) | 129 (12) | 209 (15) | 433 (20) | 132 (12) | 116 (11) | 0 (0) | 8,364 (417) |",289.0,[],case count is a simple-threshold spike over prior comparable records,California,True,8364.0,case count is a simple-threshold spike over prior comparable records,review_possible_spike_or_count_semantics,rec_src_search_fc3322f3069f_001,[],medium,src_search_fc3322f3069f,"[""src_search_fc3322f3069f""]","[""https://westnile.ca.gov""]",10.0,,[]
anom_004,open,out_of_scope_count_bearing_record,validation_result,task_scope,2023 to same point as Bulletin #29,deterministic_anomaly_detection,West Nile Virus Disease,event_020,No. Human Cases 286 98,"{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,California,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""California"", ""date_or_period"": ""2023 to same point as Bulletin #29""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_a39e4fa28013""]","[""https://westnile.ca.gov/download?download_id=5061""]",,val_result_004,"[""outside_time_window""]"
anom_005,open,out_of_scope_count_bearing_record,validation_result,task_scope,2024,deterministic_anomaly_detection,West Nile Virus Disease,event_009,"There have been 289 human West Nile virus disease cases in 2024, according to the [CDC](https://www.cdc.gov/west-nile-virus/data-maps/current-year-data.html).","{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_geography,United States,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""United States"", ""date_or_period"": ""2024""}",Stage 10 validation marked record outside requested scope: outside_geography,confirm_scope_or_reject_record,,[],high,,"[""src_search_0d4e7ec87258""]","[""https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243""]",,val_result_008,"[""outside_geography""]"
anom_006,open,out_of_scope_count_bearing_record,validation_result,task_scope,2024,deterministic_anomaly_detection,West Nile Virus Disease,event_018,"Earlier this week, health officials in Illinois announced the first death in the state from West Nile virus after a Lake County resident in their 80s had an onset of symptoms in mid-August and died soon after.","{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_geography,Illinois,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""Illinois"", ""date_or_period"": ""2024""}",Stage 10 validation marked record outside requested scope: outside_geography,confirm_scope_or_reject_record,,[],high,,"[""src_search_0d4e7ec87258""]","[""https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243""]",,val_result_009,"[""outside_geography""]"
anom_007,open,out_of_scope_count_bearing_record,validation_result,task_scope,2023,deterministic_anomaly_detection,West Nile Virus Disease,event_017,There were six West Nile virus deaths recorded in Illinois in 2023.,"{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_geography;outside_time_window,Illinois,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""Illinois"", ""date_or_period"": ""2023""}",Stage 10 validation marked record outside requested scope: outside_geography;outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_0d4e7ec87258""]","[""https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243""]",,val_result_010,"[""outside_geography"", ""outside_time_window""]"
anom_008,open,out_of_scope_count_bearing_record,validation_result,task_scope,annual average,deterministic_anomaly_detection,West Nile Virus Disease,event_019,"An average of 18 cases of illness from West Nile virus are reported in Wisconsin every year, according to DHS officials.","{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: insufficient_scope_information;outside_geography,Wisconsin,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""Wisconsin"", ""date_or_period"": ""annual average""}",Stage 10 validation marked record outside requested scope: insufficient_scope_information;outside_geography,confirm_scope_or_reject_record,,[],high,,"[""src_search_0d4e7ec87258""]","[""https://abcnews.com/US/health-officials-report-3-west-nile-virus-deaths/story?id=113256243""]",,val_result_011,"[""outside_geography"", ""insufficient_scope_information""]"
anom_009,open,out_of_scope_count_bearing_record,validation_result,task_scope,cumulative 2025 through 2025 season to date,deterministic_anomaly_detection,West Nile Virus Disease,event_006,"Butte (1), Kern (3), and Tulare (1) . In 2025, 22 human cases of WNV disease have been reported from 8","{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,California,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""California"", ""date_or_period"": ""cumulative 2025 through 2025 season to date""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_be93a6fa0503""]","[""https://westnile.ca.gov/download?download_id=5147""]",,val_result_017,"[""outside_time_window""]"
anom_010,open,out_of_scope_count_bearing_record,validation_result,task_scope,neuroinvasive cumulative 2025 through 2025 season to date,deterministic_anomaly_detection,West Nile Virus Disease,event_001,"counties. Of the 22 cases, 19 ( 86%) had neuroinvasive disease and 1 ( 5%) was fatal. The median age of","{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,California,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""California"", ""date_or_period"": ""neuroinvasive cumulative 2025 through 2025 season to date""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_be93a6fa0503""]","[""https://westnile.ca.gov/download?download_id=5147""]",,val_result_018,"[""outside_time_window""]"
anom_011,open,out_of_scope_count_bearing_record,validation_result,task_scope,asymptomatic blood donors cumulative 2025 through 2025 season to date,deterministic_anomaly_detection,West Nile Virus Disease,event_003,"onset ranged from June 6 to August 18 . In addition to the 22 cases of WNV disease , 3 asymptomatic","{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,California,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""California"", ""date_or_period"": ""asymptomatic blood donors cumulative 2025 through 2025 season to date""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_be93a6fa0503""]","[""https://westnile.ca.gov/download?download_id=5147""]",,val_result_019,"[""outside_time_window""]"
anom_012,open,out_of_scope_count_bearing_record,validation_result,task_scope,2025 year-to-date (as of bulletin week),deterministic_anomaly_detection,West Nile Virus Disease,event_023,No. Human Cases 27 22,"{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,California,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""California"", ""date_or_period"": ""2025 year-to-date (as of bulletin week)""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_be93a6fa0503""]","[""https://westnile.ca.gov/download?download_id=5147""]",,val_result_021,"[""outside_time_window""]"
anom_013,open,out_of_scope_count_bearing_record,validation_result,task_scope,2020,deterministic_anomaly_detection,West Nile Virus Disease,event_010,California (123),"{""disease"": ""West Nile virus"", ""location"": ""California"", ""time_window"": [2024, 2024]}",[],Stage 10 validation marked record outside requested scope: outside_time_window,California,True,"{""disease"": ""West Nile Virus Disease"", ""location"": ""California"", ""date_or_period"": ""2020""}",Stage 10 validation marked record outside requested scope: outside_time_window,confirm_scope_or_reject_record,,[],high,,"[""src_search_99932da268a1""]","[""https://www.vdci.net/blog/2024-mosquito-borne-disease-year-in-review""]",,val_result_023,"[""outside_time_window""]"
