actual_publisher,actual_publisher_confidence,actual_publisher_normalized,aggregation_or_syndication_reason,assessed_at,authority_bucket,canonical_url,claim_support_role,credibility_level_llm,credibility_rationale,discovery_method,disease_relevance_assessment,domain,errors,geography_relevance_assessment,independence_confidence,jurisdiction_scope,likely_contains_extractable_data,likely_syndicated_or_aggregated,llm_model,llm_provider,llm_used,method,page_author_or_org_candidate,page_function,page_identity_evidence,page_identity_excerpt,page_publisher_candidate,page_site_name_candidate,page_title,post_fetch_identity_assessed,post_fetch_identity_confidence,primary_vs_secondary,publisher_evidence_fields,publisher_evidence_quotes,publisher_source,publisher_type,query_used,recommended_extraction_use,recommended_fetch_use,recommended_source_role,search_provider,search_provider_result_source,search_rank,search_result_source_raw,snippet,source_id,source_identity_llm_skipped_reason,source_identity_status,source_independence_group,source_owner,source_owner_confidence,source_type_confidence,source_type_evidence,source_type_final,source_type_llm,source_type_warning_flags,source_url,supports_context_only,supports_exposure_monitoring_claims,supports_primary_case_claims,supports_zero_case_claims,task_relevance_assessment,time_relevance_assessment,title,trust_basis,upstream_source_mentions,warnings
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://www.apm.org.br/ministerio-da-saude-divulga-novos-dados-da-dengue-e-demais-arboviroses,context_only,,,live_search_result,not_assessed,apm.org.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"![](https://www.apm.org.br/wp-content/uploads/logo-apm-95-anos.png)

##### Pesquisa

# Ministério da Saúde divulga novos dados da dengue e demais arboviroses

Boletim Epidemiológico demonstra que impactos do El Niño contribuíram para alta no número de casos

![](https://www.apm.org.br/wp-content/uploads/aedes-3.jpg)

A nova publicação do [Boletim Epidemiológico](https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2024/boletim-epidemiologico-volume-55-no-11.pdf/view) da Secretaria de Vigilância em Saúde e Ambiente – órgão parte do Ministério da Saúde",,,Ministério da Saúde divulga novos dados da dengue e demais arboviroses - APM,True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,1,Tavily,,src_search_5fd7d33501e8,direct_target_official_fast_path_skips_source_identity,assessed,domain:apm_org_br,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.apm.org.br/ministerio-da-saude-divulga-novos-dados-da-dengue-e-demais-arboviroses,True,False,False,False,possibly_relevant,not_assessed,Ministério da Saúde divulga novos dados da dengue e demais arboviroses - APM,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2024/boletim-epidemiologico-volume-55-no-11.pdf,context_only,,,live_search_result,not_assessed,gov.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"Volume 54 | 10 Jan. 2023 2 Ministério da Saúde Secretaria de Vigilância em Saúde e Ambiente SRTVN Quadra 701, Via W5 – Lote D, Edifício PO700, 7º andar CEP: 70.719-040 – Brasília/DF E-mail: svs@saude.gov.br Site: www.saude.gov.br/svs 11 Monitoramento das arboviroses e balanço de encerramento do Comitê de Operações de Emergência (COE) Dengue e outras Arboviroses 2024 Boletim Epidemiológico SECRETARIA DE VIGILÂNCIA EM SAÚDE E AMBIENTE Volume 55 | 4 jul. 2024 MINISTÉRIO DA SAÚDE 1 Introdução 3 Métodos 3 Resultados 19 Ações realizadas 21 Determinantes socioambientais 22 Discussão 23 Comentários fi",,,[PDF] 2024 - Boletim Epidemiológico,True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,2,Tavily,,src_search_4520d2861241,direct_target_official_fast_path_skips_source_identity,assessed,domain:gov_br,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.gov.br/saude/pt-br/centrais-de-conteudo/publicacoes/boletins/epidemiologicos/edicoes/2024/boletim-epidemiologico-volume-55-no-11.pdf,True,False,False,False,possibly_relevant,not_assessed,[PDF] 2024 - Boletim Epidemiológico,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://www.ghc.com.br/files/DENGUE_SE26.pdf,context_only,,,live_search_result,not_assessed,ghc.com.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"INFORME EPIDEMIOLÓGICO DENGUE, CHIKUNGUNYA E ZIKA NÚCLEO HOSPITALAR DE EPIDEMIOLOGIA/HNSC-HCC 1 INTRODUÇÃO A Dengue, Chikungunya e Zika são arboviroses urbanas transmitidas pelo mosquito Aedes aegypti. A dengue é a arbovirose com maior relevância pela possibilidade de causar surtos, podendo acometer muitos indivíduos e criar uma grande demanda de atendimentos nos serviços de saúde. No Rio Grande do Sul até 03/07/2025 foram notificados 117.678 casos suspeitos de dengue, 35.143 foram confirmados (28.905 autóctones, 27.511 em investigação). Houve 44 óbitos por dengue no estado. Em Porto Alegre, a",,,"[PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,3,Tavily,,src_search_2eb1c67db46f,direct_target_official_fast_path_skips_source_identity,assessed,domain:ghc_com_br,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.ghc.com.br/files/DENGUE_SE26.pdf,True,False,False,False,possibly_relevant,not_assessed,"[PDF] Informe Epidemiológico DENGUE, CHIKUNGUNYA E ZIKA - GHC",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://www.ecologiaesaude.com/bolet%C3%ADm-epidemiol%C3%B3gico,context_only,,,live_search_result,not_assessed,ecologiaesaude.com,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"top of page

[![logo ecologia e saude (1)_edited.png](https://static.wixstatic.com/media/b5f2f9_cfa37fbc70734c08b341ea2033143e23~mv2.png/v1/fill/w_52,h_64,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/logo%20ecologia%20e%20saude%20(1)_edited.png)](https://www.ecologiaesaude.com)

## [ECOLOGIA E SAÚDE](https://www.ecologiaesaude.com)



# Boletim Epidemiológico 2023 - 2024

Confira nosso texto elaborado a partir dos boletins epidemiológicos de 2023 e 2024,

sobre o monitoramento dos casos de doenças transmitidas pelo Aedes aegypti.

###### Por Diana Leticia Molinas e Jaciely Vieira Santana",,,Boletim epidemiológico - Ecologia e Saúde,True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,4,Tavily,,src_search_17249087cee3,direct_target_official_fast_path_skips_source_identity,assessed,domain:ecologiaesaude_com,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.ecologiaesaude.com/bolet%C3%ADm-epidemiol%C3%B3gico,True,False,False,False,possibly_relevant,not_assessed,Boletim epidemiológico - Ecologia e Saúde,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://journalmbr.com.br/index.php/jmbr/article/view/427,context_only,,,live_search_result,not_assessed,journalmbr.com.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[![](https://journalmbr.com.br/public/journals/1/pageHeaderLogoImage_pt_BR.jpg)](						https://journalmbr.com.br/index.php/jmbr/index
					)

# Análise epidemiológica da Dengue no Brasil: uma série histórica 10 anos (2014 - 2024)

## Authors

* Sarah Correa Soler Albino Titz de Rezende   UNICID   <https://orcid.org/0000-0003-2691-1999>
* Octávio Correa Soler Albino   Pontifícia Universidade Católica (PUC Minas Gerais)

## DOI:

 <https://doi.org/10.70164/jmbr.v2i1.427>

## Keywords:

 Dengue, Epidemiologia, Série Histórica, Medicina Preventiva.

## Abstract

the study analyzed dengue in Brazil",,,Análise epidemiológica da Dengue no Brasil: uma série histórica 10 ...,True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,5,Tavily,,src_search_4e6c9d96071d,direct_target_official_fast_path_skips_source_identity,assessed,domain:journalmbr_com_br,,low,low,"[""source_type""]",official_public_health_agency,,[],https://journalmbr.com.br/index.php/jmbr/article/view/427,True,False,False,False,possibly_relevant,not_assessed,Análise epidemiológica da Dengue no Brasil: uma série histórica 10 ...,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://www.saude.mg.gov.br/categoria/documentos/boletim-epidemiologico-dengue-chikungunya-e-zika,context_only,,,live_search_result,not_assessed,saude.mg.gov.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,unknown,[],"[Ir para o conteúdo](#content)

[![Secretaria de Estado de Saúde de Minas Gerais](data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADcAAAA1AQAAAADNaE7gAAAAAnRSTlMAAHaTzTgAAAAOSURBVBjTY2AYBUMBAAABqAABpqpmMQAAAABJRU5ErkJggg==)](https://www.saude.mg.gov.br/)

**O que você está procurando?**

* [Institucional](#)
  + - * [Auditoria Interna do SUS-MG](https://www.saude.mg.gov.br/auditoria-interna/)
      * [Comissão de Ética](https://www.saude.mg.gov.br/comissao-de-etica/)
      * [Comissão Intergestores Bipartite](https://www.saude.mg.gov.br/cib/)
      * [Competências Legais](https://www.saude.mg.go",,,"Boletim Epidemiológico – Dengue, Chikungunya E Zika | Secretaria De Estado De Saúde De Minas Gerais",True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,6,Tavily,,src_search_042037d6ca22,direct_target_official_fast_path_skips_source_identity,assessed,domain:saude_mg_gov_br,,low,low,"[""source_type""]",official_public_health_agency,,[],https://www.saude.mg.gov.br/categoria/documentos/boletim-epidemiologico-dengue-chikungunya-e-zika,True,False,False,False,possibly_relevant,not_assessed,"Boletim Epidemiológico – Dengue, Chikungunya E Zika | Secretaria De Estado De Saúde De Minas Gerais",Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,context_only,,,live_search_result,not_assessed,saude.df.gov.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"Monit oramento dos casos de dengue até a Semana 

# Epidemiológica 52 de 2024 no Distrito Federal 

## Apresentação 

Este Boletim Epidemiológico é produzido semanalmente pela Gerência de Vigilância das Doenças 

Transmissíveis (GVDT), da Diretoria de Vigilância E pidemiológica (DIVEP), da Subsecretaria de Vigilância 

à Saúde (SVS), da Secretaria de Estado de Saúde do Distrito Federal (SES -DF) – GVDT/DIVEP/SVS/SES -

DF. 

As informações sobre dengue apresentadas neste Boletim são referentes às notificações no Distrito 

Fe deral (DF), ocorridas no ano de 2023 e até Semana Epidemiológica (SE",,,[PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,7,Tavily,,src_search_9baddae323c5,direct_target_official_fast_path_skips_source_identity,assessed,domain:saude_df_gov_br,,low,low,"[""source_type""]",official_public_health_agency,,[],https://saude.df.gov.br/documents/37101/0/52_BOLETIM_SEMANAL_DENGUE_SE_52+DF+2024.pdf/93054779-dc46-bacf-24d2-39da8c85ecc7?t=1736196099692,True,False,False,False,possibly_relevant,not_assessed,[PDF] Boletim Epidemiológico - Secretaria de Saúde do Distrito Federal,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
,low,,,2026-06-25T20:45:54+00:00,official_authority,http://plataforma.saude.gov.br/anomalias-congenitas/boletim-epidemiologico-SVSA-05-2024.pdf,context_only,,,live_search_result,not_assessed,plataforma.saude.gov.br,[],not_assessed,medium,official_unspecified,False,False,,,False,source_identity_publisher_credibility_v1,,report,[],"Volume 54 | 10 Jan. 2023 2 Situação epidemiológica da síndrome congênita associada à infecção pelo vírus Zika: Brasil, 2015 a 2023 Ministério da Saúde Secretaria de Vigilância em Saúde e Ambiente SRTVN Quadra 701, Via W5 – Lote D, Edifício PO700, 7º andar CEP: 70.719-040 – Brasília/DF E-mail: svs@saude.gov.br Site: www.saude.gov.br 5 Boletim Epidemiológico SECRETARIA DE VIGILÂNCIA EM SAÚDE E AMBIENTE Volume 55 | 5 Mar. 2024 MINISTÉRIO DA SAÚDE INTRODUÇÃO O vírus Zika (ZIKV) é um arbovírus da família Flaviviridae que pode ser transmitido ao ser humano por meio da picada da fêmea de mosquitos do",,,[PDF] Boletim Epidemiológico,True,low,primary_or_authoritative,[],[],,official_public_health_agency,boletim epidemiológico dengue Brasil 2024 semana epidemiológica casos óbitos Ministério da Saúde,extract_context_only,fetch_for_context,context,tavily,Tavily,8,Tavily,,src_search_9056ec86ef3d,direct_target_official_fast_path_skips_source_identity,assessed,domain:plataforma_saude_gov_br,,low,low,"[""source_type""]",official_public_health_agency,,[],http://plataforma.saude.gov.br/anomalias-congenitas/boletim-epidemiologico-SVSA-05-2024.pdf,True,False,False,False,possibly_relevant,not_assessed,[PDF] Boletim Epidemiológico,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
World Health Organization,high,world_health_organization,,2026-06-25T20:45:54+00:00,unknown,https://reliefweb.int/report/brazil/epidemiological-alert-increase-dengue-cases-americas-region-7-october-2024,insufficient_information,,,live_search_result,not_assessed,reliefweb.int,[],not_assessed,medium,unknown,False,False,,,False,source_identity_publisher_credibility_v1,,official_alert,"[""## Content Search\n\nInforming humanitarians worldwide 24/7 — a service provided by UN OCHA\n\n[Brazil](/country/bra) + 15 more\n\n# Epidemiological Alert - Increase in dengue cases in the Americas Region - 7 October 2024\n\nFor""]","## Content Search

Informing humanitarians worldwide 24/7 — a service provided by UN OCHA

[Brazil](/country/bra) + 15 more

# Epidemiological Alert - Increase in dengue cases in the Americas Region - 7 October 2024

Format
:   Situation Report

Source
:   * [PAHO](/organization/paho)

Posted


Originally published


Origin
:   [View original](https://www.paho.org/en/documents/epidemiological-alert-increase-dengue-cases-americas-region-7-october-2024)

## Attachments

* [![Preview of PAHO Epidemiological Alert Dengue 20241007.pdf](/sites/default/files/styles/small/public/previews/5e/d2/5ed20c7",World Health Organization,,Epidemiological Alert - Increase in dengue cases in the Americas Region - 7 October 2024 - Brazil | ReliefWeb,True,high,unknown,"[""clean_text""]","[""## Content Search\n\nInforming humanitarians worldwide 24/7 — a service provided by UN OCHA\n\n[Brazil](/country/bra) + 15 more\n\n# Epidemiological Alert - Increase in dengue cases in the Americas Region - 7 October 2024\n\nFor""]",page_metadata_or_text,,PAHO AMRO dengue Brazil 2024 situation report cases deaths epidemiological update Q1,needs_human_review,fetch_only_after_review,needs_human_review,tavily,Tavily,1,Tavily,,src_search_e6a611dc2382,direct_target_official_fast_path_skips_source_identity,assessed,domain:reliefweb_int,,low,low,[],unknown,,[],https://reliefweb.int/report/brazil/epidemiological-alert-increase-dengue-cases-americas-region-7-october-2024,False,False,False,False,possibly_relevant,not_assessed,Epidemiological Alert - Increase in dengue cases in the Americas Region - 7 October 2024 - Brazil | ReliefWeb,Search metadata only,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""actual_publisher_unknown"", ""direct_target_official_fast_path_skips_source_identity""]"
World Health Organization,high,world_health_organization,,2026-06-25T20:45:54+00:00,official_authority,https://www.paho.org/sites/default/files/2024-06/2024-june-18-phe-epi-update-dengue-en2.pdf,primary_case_claim_support,,,live_search_result,not_assessed,paho.org,[],not_assessed,medium,international,True,False,,,False,source_identity_publisher_credibility_v1,,report,"[""Suggested citation: Pan American Health Organization / World Health Organization. Epidemiological Update: Increase in dengue cases in the Region of the Americas. 18 June 2024. Washington, D.C.; PAHO/WHO: 2024. Pan Americ""]","Suggested citation: Pan American Health Organization / World Health Organization. Epidemiological Update: Increase in dengue cases in the Region of the Americas. 18 June 2024. Washington, D.C.; PAHO/WHO: 2024. Pan American Health Organization • www.paho.org • © PAHO/WHO, 2024 Epidemiological Update Increase in dengue cases in the Region of the Americas 18 June 2024 Summary of the situation in the Region In the Region of the Americas, the number of dengue cases recorded during the first half of 2024 exceeded the maximum number of cases historically reported in a year, as compared to all previou",World Health Organization,,[PDF] Epidemiological Update Increase in dengue cases in the Region of ...,True,high,primary_or_authoritative,"[""domain"", ""clean_text""]","[""Suggested citation: Pan American Health Organization / World Health Organization. Epidemiological Update: Increase in dengue cases in the Region of the Americas. 18 June 2024. Washington, D.C.; PAHO/WHO: 2024. Pan Americ""]",page_metadata_or_text,international_public_health_agency,PAHO AMRO dengue Brazil 2024 situation report cases deaths epidemiological update Q1,extract_primary_case_claims,fetch_for_extraction,collection,tavily,Tavily,2,Tavily,,src_search_bda921ee5182,direct_target_official_fast_path_skips_source_identity,assessed,publisher:pan_american_health_organization,Pan American Health Organization,high,high,"[""domain""]",international_public_health_agency,,[],https://www.paho.org/sites/default/files/2024-06/2024-june-18-phe-epi-update-dengue-en2.pdf,False,False,True,False,possibly_relevant,not_assessed,[PDF] Epidemiological Update Increase in dengue cases in the Region of ...,Official domain pattern,[],"[""search_provider_not_publisher"", ""publisher_from_search_metadata_unverified"", ""direct_target_official_fast_path_skips_source_identity""]"
